Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped,,
7/2/2017,Night,105,2694,2671,-23,-2,L,2665,2664,-1,JustWingIt,StingRx,KnightKirk,Broseidon,PotatoWizard,Stix,GameChemist,Aikaybee,Knoam,GlutenFree,GlutenKills,LilPump,Hanamura,1,2,,0,Defense,2,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/2/2017,Night,105,,,,-2,L,2665,2664,-1,JustWingIt,StingRx,KnightKirk,Broseidon,PotatoWizard,Stix,GameChemist,Aikaybee,Knoam,GlutenFree,GlutenKills,LilPump,Hanamura,2,0,,0,Attack,4,Mercy,,,0,,Tilted,0,0,0:25,155,10073,9,,,5,12,6,,
7/2/2017,Night,106,2671,2653,-18,-3,L,2890,2884,-6,JustWingIt,CeleryMan,OWOWhatsthis,Daberuz,Noblankets,Oops,Blendz,Slimeg,Floppytisk,Gunbbang,Joonnice,OnlyOPS,King's Row,1,2,65.6,0,Defense,8,Ana,,,0,,Tilted,,,,,,,,,,,,,
7/2/2017,Night,106,,,,-3,L,2890,2884,-6,JustWingIt,CeleryMan,OWOWhatsthis,Daberuz,Noblankets,Oops,Blendz,Slimeg,Floppytisk,Gunbbang,Joonnice,OnlyOPS,King's Row,2,0,,0,Attack,4,Ana,,,0,,Tilted,9,3,0:26,1562,8770,10,49,,,19,56,,
7/2/2017,Night,107,2653,2653,0,0,Draw,2881,2897,16,JustWingIt,CeleryMan,Fluffy,Johny5ive,Deathbunny,CSGOD11,Kwokwok,Carbonarch,Box,Numnums,Jixon,Zakeero,Temple of Anubis,1,0,,0,Defense,4,Zen,,,0,,Meh,,,,,,,,,,,,,
7/2/2017,Night,107,,,,0,Draw,2881,2897,16,JustWingIt,CeleryMan,Fluffy,Johny5ive,Deathbunny,CSGOD12,Kwokwok,Carbonarch,Box,Numnums,Jixon,Zakeero,Temple of Anubis,2,0,,0,Attack,4,Zen,Mercy,,0,,meh,,,,,,,,,,,,,
7/2/2017,Night,108,2653,2676,23,1,W,2796,2817,21,JustWingIt,CeleryMan,Oui,Brandough,Arfito,Miah,Ruhler,FrostyDog773,Livornese,MazaFire,Slushy222,SnailGaming,Oasis,3,3-0,www,,CP,17.5,Lucio,,,0,,Good,,,,,,,,,,,,,
7/2/2017,Night,109,2676,2699,23,2,W,2859,2871,12,JustWingIt,CeleryMan,Oui,Mithrral,Dva,Nodja,Phthalia,Ziggyzom,KYS,MintMango,Nate,Snapax,Eichenwade,1,2,46.8,0,Attack,8,Zen,Lucio,,0,,Good,,,,,,,,,,,,,
7/2/2017,Night,109,,,,2,W,2859,2871,12,JustWingIt,CeleryMan,Oui,Mithrral,Dva,Nodja,Phthalia,Ziggyzom,KYS,MintMango,Nate,Snapax,Eichenwade,2,1,,0,Defense,6.5,Ana,,,0,,Good,,,,,,,,,,,,,
7/2/2017,Night,110,2699,2717,18,3,W,2880,2868,-12,JustWingIt,CeleryMan,Oui,Mithrral,Katsukaren,TunelYnk,Hyperion,TeddyMchugin,Soldier69,Bonongo,Kariegsherr,Scrubbaron,Ilios,3,3-0,www,,CP,12,Zen,,,0,,Good,,,,,,,,,,,,,
7/2/2017,Night,111,2717,2740,23,4,W,2877,2878,1,JustWingIt,CeleryMan,Oui,DragonAmulet,Aneldersmurf,JeefProz,Goldenh,StevesBeans,Yeet,Bard,Jay,Tivaci,Nepal,3,3-1,wlww,,CP,17,Lucio,,,0,,Good,,,,,,,,,,,,,
7/9/2017,Night,112,2740,2762,22,5,W,2724,2723,-1,JustWingIt,Zaroc,Super,Squellinq,Albion,SuperManatee,SpanishMoss,TrashLord,ZenC4n,CryoMan,Rayder,Xtreme05,Horizon,1,1,,0,Defense,8,Symmetra,,,0,,Good,,,,,,,,,,,,,
7/9/2017,Night,112,,,,5,W,2724,2723,-1,JustWingIt,Zaroc,Super,Squellinq,Albion,SuperManatee,SpanishMoss,TrashLord,ZenC4n,CryoMan,Rayder,Xtreme05,Horizon,2,2,,1:07,Attack,7,Lucio,Zen,,0,,Good,26,9,0:45,6430,3525,13,39,3,9,7,,,
7/9/2017,Night,113,2762,2791,29,6,W,2775,2786,11,JustWingIt,TField,Easily,HodgePodge,TakeA12,Zerulu,WarHero,BillyBumble,Catalyst,LordSealtor,Naisu,Stroker,Hanamura,1,1,,0,Defense,8,Ana,,,0,,Good,,,,,,,,,,,,,
7/9/2017,Night,113,,,,6,W,2775,2786,11,JustWingIt,TField,Easily,HodgePodge,TakeA12,Zerulu,WarHero,BillyBumble,Catalyst,LordSealtor,Naisu,Stroker,Hanamura,2,2,,4:16,Attack,4,Ana,,,0,,Good,12,7,0:36,1874,13095,5,66,,,28,64,,
7/9/2017,Night,114,2791,2763,-28,-1,L,2780,2772,-8,JustWingIt,GenChi,Inewb,Raijin,Slook,Serena,Shoxscopz,Renfa,CrossFire,Skev,Beepis,HornyNerd,Oasis,4,1-3,wlll,,CP,19,Lucio,Zen,,0,,meh,24,13,1:55,6022,12875,17,22,2,11,8,1021,,
7/9/2017,Night,115,2763,2733,-30,-2,L,2756,2759,3,JustWingIt,Mononokemike,MartialMax24,HouseParty,JSHEPforreal,Mooncakes,Deedius,Shatter,ToxicFate,JuicyJustin,Nskav,Qweczalt,Dorado,1,1,26.64,0,Attack,6,Zen,Lucio,,0,,meh,,,,,,,,,,,,,
7/9/2017,Early Morning,115,,,,-2,L,2756,2759,3,JustWingIt,Mononokemike,MartialMax24,HouseParty,JSHEPforreal,Mooncakes,Deedius,Shatter,ToxicFate,JuicyJustin,Nskav,Qweczalt,Dorado,2,2,26.65,3:18,Defense,5,Lucio,Zen,Mercy,0,moonmike wasn't a godo genji,meh,4,2,1:08,2691,5934,12,,,,,,,
7/9/2017,Early Morning,116,2733,2706,-27,-3,L,2711,2706,-5,JustWingIt,JimRustler,Kazi,Naisu,Tara,Zara,DarkTimeHero,Slip,BrettBms,HappyMeal,Ratan,Swift,Gilbraltar,1,0,67.14,0,Attack,4,Zen,Lucio,,0,,Tilted,,,,,,,,,,,,,
7/9/2017,Early Morning,116,,,,-3,L,2711,2706,-5,JustWingIt,JimRustler,Kazi,Naisu,Tara,Zara,DarkTimeHero,Slip,BrettBms,HappyMeal,Ratan,Swift,Gilbraltar,2,1,67.15,Check,Defense,check,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/9/2017,Early Morning,117,2706,2681,-25,-4,L,2667,2700,33,JustWingIt,Balam,Sonnet,Slug,CheeseBiscit,Hero,Gizmo,Som,Kazi,ItsCyanTific,BuninSpector,Sando,Volskaya Industries,1,2,,5:38,Defense,3,Zen,,,0,,Tilted,,,,,,,,,,,,,
7/9/2017,Early Morning,117,,,,-4,L,2667,2700,33,JustWingIt,Balam,Sonnet,Slug,CheeseBiscit,Hero,Gizmo,Som,Kazi,ItsCyanTific,BuninSpector,Sando,Volskaya Industries,2,1,,0,Attack,8,Zen,,,0,"Cheese was really being annoying, Balam kinda sucked",Tilted,15,6,0:28,4907,8002,6,33,7,13,14,,,
7/9/2017,Early Morning,118,2681,2656,-25,-5,L,2673,2662,-11,JustWingIt,Godtessium,Steavon,Balam,Patrick,Viola,Sagebh,Fexaindian,Kin3tico,Elithesly,Megssii,Zoom,King's Row,1,0,,0,Attack,4,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/9/2017,Early Morning,118,,,,-5,L,2673,2662,-11,JustWingIt,Godtessium,Steavon,Balam,Patrick,Viola,Sagebh,Fexaindian,Kin3tico,Elithesly,Megssii,Zoom,King's Row,2,1,,0,Defense,3,Mercy,,,1,,Tilted,1,0,0:10,115,9034,5,,,2,11,,,
7/9/2017,Early Morning,119,2656,2676,20,1,W,2638,2651,13,JustWingIt,Balam,Edwii123,SageBh,Sleepyheals,Arietta,M3rc,Batman,Theelink,Sam,MadVas,Pixel,Route 66,1,3,,0,Attack,8,Zen,,,1,,Good,,,,,,,,,,,,,
7/9/2017,Early Morning,119,,,,1,W,2638,2651,13,JustWingIt,Balam,Edwii124,SageBh,Sleepyheals,Arietta,M3rc,Batman,Theelink,Sam,MadVas,Pixel,Route 66,2,2,58.62,0,Defense,8,Zen,Lucio,,1,,Good,25,11,2:08,8638,9456,12,26,6,26,26,2505,,
7/9/2017,Early Morning,120,2676,2650,-26,-1,L,2665,2639,-26,JustWingIt,CptnCrunch,LootMyCorpse,Trebonian,Madavs,Pixel,HappyPants,DirtyDan,Yes,ArianaGrande,Jbluedog,Jsman12,Nepal,4,1-3,llwl,,CP,Check,mercy,,,0,,Tilted,6,1,0:58,1327,11773,15,,,6,19,0,,
7/9/2017,Early Morning,121,2650,2675,25,1,W,2648,2619,-29,JustWingIt,FuzzyRoxas,Guwop,Aquamarine,Snumzy,TheBull,Otterfoo,PkhanzoIfeed,FrameDrop,SilverHawk,SnoStorm337,Zig,Horizon,1,1,,0,Defense,8,Ana,,,0,,Good,,,,,,,,,,,,,
7/9/2017,Early Morning,121,,,,1,W,2648,2619,-29,JustWingIt,FuzzyRoxas,Guwop,Aquamarine,Snumzy,TheBull,Otterfoo,PkhanzoIfeed,FrameDrop,SilverHawk,SnoStorm337,Zig,Horizon,2,2,,4:52,Attack,3,Ana,,,0,,Good,10,8,1:12,1740,6921,59,,,,28,67,,
7/9/2017,Early Morning,122,2675,2698,23,2,W,2636,2650,14,JustWingIt,Guwop,Finesser,Kp2874,SnoStorm337,Zig,Blank,HappyPants,Arrow,JankyToaster,ButterMitts,Shoewoo,Eichenwade,1,3,67.69,2:02,Attack,6,Ana,,,1,,Good,,,,,,,,,,,,,
7/9/2017,Early Morning,122,,,,2,W,2636,2650,14,JustWingIt,Guwop,Finesser,Kp2874,SnoStorm337,Zig,Blank,HappyPants,Arrow,JankyToaster,ButterMitts,Shoewoo,Eichenwade,2,2,50.5,0,Defense,8,Mercy,,,1,,Good,9,4,2:11,1137,11958,9,,,7,24,,,
7/9/2017,Early Morning,123,2698,2677,-21,-1,L,-,-,-,JustWingIt,Guwop,KingDrakes,MokaCoffay,Agent,Pampia,Fish88,ObviousPie,Monkey,Shifty,NFornine,Xzh,Hollywood,1,2,72.9,0,Attack,8,Ana,,,0,,Good,,,,,,,,,,,,,
7/9/2017,Early Morning,123,,,,-1,L,-,-,-,JustWingIt,Guwop,KingDrakes,MokaCoffay,Agent,Pampia,Fish88,ObviousPie,Monkey,Shifty,NFornine,Xzh,Hollywood,2,3,72.91,2:15,Defense,6,Ana,,,0,,Meh,,,,,,,,,,,,,
7/9/2017,Early Morning,124,2677,2650,-27,-2,L,2690,2708,18,JustWingIt,Guwop,CarbineSkill,WhatMatrix,Deav,Pathetic,Gozel,Aurorabear,Frostx,Mercy,Pawn,Technooze,Oasis,3,0-3,lll,,CP,14,Ana,,,0,Leavers,Meh,,,,,,,,,,,,,
7/10/2017,Night,125,2650,2675,25,1,W,2625,2602,-23,JustWingIt,Astronomse,Trolley,Warthorn,MFBroom,Starship,FlyAglesfly,AcidPenguin,CornBread,Swankyurchin,Donut,Pranknmantis,Ilios,5,3-2,llwww,,CP,23,Lucio,Mercy,,0,,Good,,,,,,,,,,,,,
7/10/2017,Night,126,2675,2656,-19,-1,L,2923,2882,-41,JustWingIt,Looty,Hexno,DeadlyKitten,Killie,Pou,NIghtOwl,DarkSnipers,Shard,HungryLatina,N101,ThatFalloutB,Lijang Tower,5,2-3,llwwl,,CP,Check,Mercy,Zen,,0,,Meh,,,,,,,,,,,,,
7/10/2017,Night,127,2656,2635,-21,-2,L,2900,2867,-33,JustWingIt,Looty,Sindra,Reaparambe,Death,Klein,Zoidburger,RontheMoron,Devoi,Triton,Chunfo,Mauuuve,King's Row,1,1,,0,Attack,,Zen,,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Night,127,,,,-2,L,2900,2867,-33,JustWingIt,Looty,Sindra,Reaparambe,Death,Klein,Zoidburger,RontheMoron,Devoi,Triton,Chunfo,Mauuuve,King's Row,2,2,,0,Defense,,Ana,,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,128,2635,2658,23,1,W,2621,2621,0,JustWingIt,KingMikeyD,SirManatee,Bloo,HalfLife,Monkeeyyy,Virenzio,CaptainJarry,Chaosette,Dictator,IdiotChief,Sherlock,Eichenwade,1,3,67.69,0,Attack,8,Zen,,,0,,Good,,,,,,,,,,,,,
7/10/2017,Early Morning,128,,,,1,W,2621,2621,0,JustWingIt,KingMikeyD,SirManatee,Bloo,HalfLife,Monkeeyyy,Virenzio,CaptainJarry,Chaosette,Dictator,IdiotChief,Sherlock,Eichenwade,2,2,49.44,0,Defense,8,Mercy,,,0,,Good,,,,,,,,,,,,,
7/10/2017,Early Morning,129,2658,2634,-24,-1,L,2648,2617,-31,JustWingIt,Lexicon,Ajax,Karissa,Doinkey,LeyShander,Jimantha,Cloudhat,ChefMD,Grr,Denki,WikiTongo,Numbani,1,3,71.75,5:00,Attack,3,Lucio,,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,129,,,,-1,L,2648,2617,-31,JustWingIt,Lexicon,Ajax,Karissa,Doinkey,LeyShander,Jimantha,Cloudhat,ChefMD,Grr,Denki,WikiTongo,Numbani,2,3,71.75,1:34,Defense,6.5,Lucio,Symmetra,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,129,,,,-1,L,2648,2617,-31,JustWingIt,Lexicon,Ajax,Karissa,Doinkey,LeyShander,Jimantha,Cloudhat,ChefMD,Grr,Denki,WikiTongo,Numbani,3,2,29.55,0,Defense,Check,Lucio,,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,129,,,,-1,L,2648,2617,-31,JustWingIt,Lexicon,Ajax,Karissa,Doinkey,LeyShander,Jimantha,Cloudhat,ChefMD,Grr,Denki,WikiTongo,Numbani,4,0,,0,Attack,2,Zen,Lucio,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,130,2634,2611,-23,-2,L,2634,2637,3,JustWingIt,Koldkone,CoolFireBird,Dezcaughtit,Guwop,Reek,StirFriday,Momango,FinalBoss,Chefmd,RiceMe2Day,Zennynatta,Oasis,3,0-3,lll,,CP,13.5,Lucio,Zen,Ana,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,131,2611,2632,21,1,W,2602,2607,5,JustWingIt,Lhenalee,Guile,Warpling,CactusCactus,CGreen,PsychoPrawla,YeaBoi,Minsokey,Mjob,Forsete,Ozean,Route 66,1,2,63.55,0,Attack,8,Zen,,,0,,Meh,,,,,,,,,,,,,
7/10/2017,Early Morning,131,,,,1,W,2602,2607,5,JustWingIt,Lhenalee,Guile,Warpling,CactusCactus,CGreen,PsychoPrawla,YeaBoi,Minsokey,Mjob,Forsete,Ozean,Route 66,2,2,60.88,0,Defense,8,Zen,Lucio,,0,,meh,,,,,,,,,,,,,
7/10/2017,Early Morning,132,2632,2650,18,2,W,2641,2653,12,JustWingIt,Penguiinking,Yes,Falconyes,H2Toons,Rokie,Hamstrained,RyukinSShin,Peace,Dreadedsoul,Byzantine,Revy,Volskaya Industries,1,2,,2:23,Attack,5.5,Zen,,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,132,,,,2,W,2641,2653,12,JustWingIt,Penguiinking,Yes,Falconyes,H2Toons,Rokie,Hamstrained,RyukinSShin,Peace,Dreadedsoul,Byzantine,Revy,Volskaya Industries,2,2,,5:11,Defense,3,Zen,,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,132,,,,2,W,2641,2653,12,JustWingIt,Penguiinking,Yes,Falconyes,H2Toons,Rokie,Hamstrained,RyukinSShin,Peace,Dreadedsoul,Byzantine,Revy,Volskaya Industries,3,1,,0,Attack,3,Zen,Lucio,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Early Morning,132,,,,2,W,2641,2653,12,JustWingIt,Penguiinking,Yes,Falconyes,H2Toons,Rokie,Hamstrained,RyukinSShin,Peace,Dreadedsoul,Byzantine,Revy,Volskaya Industries,4,2,,0,Defense,5,Zen,Lucio,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Afternoon,133,2650,2677,27,3,W,2712,2708,-4,JustWingIt,Humanoid21,Oui,Sadboi,Mynosesmell,Neinhart,Bag200,HiddenSquid,Kas,Ambition,Imunderurbed,Zlight,Eichenwade,1,2,38.42,0,Defense,8,Ana,,,1,,Good,,,,,,,,,,,,,
7/10/2017,Afternoon,133,,,,3,W,2712,2708,-4,JustWingIt,Humanoid21,Oui,Sadboi,Mynosesmell,Neinhart,Bag200,HiddenSquid,Kas,Ambition,Imunderurbed,Zlight,Eichenwade,2,3,38.43,0:06,Attack,8,Ana,,,1,,Good,,,,,,,,,,,,,
7/10/2017,Afternoon,134,2677,2651,-26,-1,L,2757,2765,8,JustWingIt,Humanoid21,Oui,Sadboi,Secsee,DrunkJake,BurritoChan,DCS,Breezier,Knoam,Swimey,Teapod,Nepal,3,0-3,lll,,CP,11,Lucio,Ana,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Afternoon,135,2651,2626,-25,-2,L,2679,2707,28,JustWingIt,Humanoid21,Lucky,SkullBreaker,LeyShander,RagingGaming,Sarpimarpi,Bhumbhara,Mike,Windtalker,Adonalsium,Itkovian,Horizon,1,2,,6:01,Defense,2,Lucio,,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Afternoon,135,,,,-2,L,2679,2707,28,JustWingIt,Humanoid22,Lucky,SkullBreaker,LeyShander,RagingGaming,Sarpimarpi,Bhumbhara,Mike,Windtalker,Adonalsium,Itkovian,Horizon,2,1,,0,Attack,8,Zen,Lucio,,0,,Tilted,,,,,,,,,,,,,
7/10/2017,Afternoon,136,2626,2600,-26,-3,L,2564,2554,-10,JustWingIt,Sparanoids,Open,Carcar18,Masalaman,Silas,D34dsp4rtan,Blinklight,MoonRiver,Schpappy,Bookie,Kindguy,King's Row,1,3,70.19,2:07,Defense,5,torbjorn,,,0,,Meh,,,,,,,,,,,,,
7/10/2017,Afternoon,136,,,,-3,L,2564,2554,-10,JustWingIt,Sparanoids,Open,Carcar18,Masalaman,Silas,D34dsp4rtan,Blinklight,MoonRiver,Schpappy,Bookie,Kindguy,King's Row,2,3,70.19,1:00,Attack,7,torbjorn,,,0,,meh,,,,,,,,,,,,,
7/10/2017,Afternoon,136,,,,-3,L,2564,2554,-10,JustWingIt,Sparanoids,Open,Carcar18,Masalaman,Silas,D34dsp4rtan,Blinklight,MoonRiver,Schpappy,Bookie,Kindguy,King's Row,3,1,56.8,0,Attack,2,Pharah,,,0,,Meh,,,,,,,,,,,,,
7/10/2017,Afternoon,136,,,,-3,L,2564,2554,-10,JustWingIt,Sparanoids,Open,Carcar18,Masalaman,Silas,D34dsp4rtan,Blinklight,MoonRiver,Schpappy,Bookie,Kindguy,King's Row,4,1,56.81,0,Defense,2,torbjorn,,,0,,meh,,,,,,,,,,,,,
7/10/2017,Afternoon,137,2600,2621,21,1,W,2598,2541,-57,JustWingIt,Meldon,Blindlight,Blimic,Bulletthekid,IneedHealing,Devils,Virenzio,FunPlayer,Renato,Redgamer10x,TylerJames,Gilbraltar,1,3,88.63,2:25,Attack,5.5,torbjorn,,,0,,Good,,,,,,,,,,,,,
7/10/2017,Afternoon,137,,,,1,W,2598,2541,-57,JustWingIt,Meldon,Blindlight,Blimic,Bulletthekid,IneedHealing,Devils,Virenzio,FunPlayer,Renato,Redgamer10x,TylerJames,Gilbraltar,2,1,73.88,0,Defense,6,torbjorn,,,0,,Good,,,,,,,,,,,,,
7/10/2017,Afternoon,138,2621,2598,-23,-1,L,2612,2590,-22,JustWingIt,Mrriverman,Kreider,Rizzay,Jimmail,Blindlight,HappyFeet,Womb08,GirraffeJesus,Jo2254,AgentPB,DavidMyer,Ilios,5,2-3,lwlwl,,CP,18.5,torbjorn,Lucio,Zen,0,,meh,,,,,,,,,,,,,
7/10/2017,Night,139,2598,2577,-21,-2,L,2586,2549,-37,JustWingIt,Drobs412,Blindlight,Viserion,Badwolfe514,Cystemic,Iced,Dragon12,BennyFrank,Yaes,BottyBandit,Lewduchiha,Numbani,1,0,,0,Attack,,Ana,,,0,,Meh,,,,,,,,,,,,,
7/10/2017,Night,139,,,,-2,L,2586,2549,-37,JustWingIt,Drobs412,Blindlight,Viserion,Badwolfe514,Cystemic,Iced,Dragon12,BennyFrank,Yaes,BottyBandit,Lewduchiha,Numbani,2,1,,0,Defense,,torbjorn,,,0,,meh,4,0,0:02,1475,2899,6,,,,,,,
7/10/2017,Night,140,2577,2551,-26,-3,L,2556,2541,-15,JustWingIt,emmuh,Mags74,FrostyMax2k,TobyBaba,Rakshasa,Hanibalking,Obesecuban,D3c3mat3,Drooby,Bedmen,Parshath,Nepal,4,1-3,llwl,,CP,15,torbjorn,Lucio,,0,,meh,,,,,,,,,,,,,
7/10/2017,Night,141,2551,2528,-23,-4,L,2521,2493,-28,JustWingIt,Maxx,Scigman39,Hanzbruger,Headreever,OtterBotter,Swaginwagon,Lightbandit,Victrina,DamnBoy,Quantum,Valkyrie,Hanamura,1,1,,0,Attack,8,Symmetra,,,0,,Meh,,,,,,,,,,,,,
7/10/2017,Night,141,,,,-4,L,2521,2493,-28,JustWingIt,Maxx,Scigman39,Hanzbruger,Headreever,OtterBotter,Swaginwagon,Lightbandit,Victrina,DamnBoy,Quantum,Valkyrie,Hanamura,2,2,,4:40,Defense,4,Symmetra,Ana,,0,,meh,,,,,,,,,,,,,
7/10/2017,Night,142,2528,2498,-30,-5,L,2515,2528,13,JustWingIt,Wonderboyxx,AXX,Jackseptceye,Quantum,Valkyrie,NightWing,Elemental,Tzechop,Viserion,Angel,Dita,Route 66,1,3,,0,Defense,8,torbjorn,Orisa,,0,,meh,,,,,,,,,,,,,
7/10/2017,Night,142,,,,-5,L,2515,2528,13,JustWingIt,Wonderboyxx,AXX,Jackseptceye,Quantum,Valkyrie,NightWing,Elemental,Tzechop,Viserion,Angel,Dita,Route 66,2,2,71.73,0,Attack,8,Zarya,,,0,,Meh,,,,,,,,,,,,,
7/10/2017,Night,149,2498,2474,-24,-6,L,2454,2459,5,JustWingIt,Moose,FunkyPants,LoneWolf8,Dopple,Plush,Graff,TheSavage,LoneSiko,DaddyBurn,Puterboy0205,Weffals,Eichenwade,1,3,67.69,3:58,Defense,4,Symmetra,Torbjorn,,0,,meh,,,,,,,,,,,,,
7/10/2017,Night,149,,,,-6,L,2454,2459,5,JustWingIt,Moose,FunkyPants,LoneWolf8,Dopple,Plush,Graff,TheSavage,LoneSiko,DaddyBurn,Puterboy0205,Weffals,Eichenwade,2,0,,0,Attack,4,Ana,,,0,,meh,,,,,,,,,,,,,
7/10/2017,Night,150,2474,2452,-22,-7,L,2542,2531,-11,JustWingIt,havefun,KittyChan,Psychodic,Mossified,Rosslex,ForPeteFlake,Lee,L1sp,S4ucy,Halflife3,TimeGambit,Eichenwade,1,1,111.96,0,Attack,6,Ana,Zen,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,150,,,,-7,L,2542,2531,-11,JustWingIt,havefun,KittyChan,Psychodic,Mossified,Rosslex,ForPeteFlake,Lee,L1sp,S4ucy,Halflife3,TimeGambit,Eichenwade,2,2,111.97,2:55,Defense,3,Mercy,,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,151,2452,2468,16,1,W,2503,2543,40,JustWingIt,havefun,Ben,Youngandvoil,Chong,Forcelciore,Xaphanon,DontShootme,NayMan898,Xindyblue,Ahri,Chuck,Gilbraltar,1,0,84.05,0,Defense,4,Zen,,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,151,,,,1,W,2503,2543,40,JustWingIt,havefun,Ben,Youngandvoil,Chong,Forcelciore,Xaphanon,DontShootme,NayMan898,Xindyblue,Ahri,Chuck,Gilbraltar,2,1,,2:28,Attack,1.5,Zen,,,0,,Good,,,,,,,,,,,,,
7/11/2017,Night,152,2468,2495,27,2,W,2533,2588,55,JustWingIt,havefun,Iloveyayo,Benny,Dard12,Zubb,Va3tox,Dalterion,ShinoBu,Wenbinhuang,Markopolo08,Snarfy,Lijang Tower,4,3-1,wlww,,CP,Check,Lucio,,,0,,Good,,,,,,,,,,,,,
7/11/2017,Night,153,2495,2474,-21,-1,L,2573,2567,-6,JustWingIt,havefun,Densetsu,Daviddjs,Autooan,ByTock,Monsreign,Cooloquium,Systm,Shenzu,Watsawbe,Wrolf,Ilios,4,1-3,llwl,,CP,19.5,Lucio,,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,154,2474,2449,-25,-2,L,2559,2579,20,JustWingIt,havefun,TheDoctor,Koolboom,ZoctheChild,QuianMore,Collin,Numnumz,MedSmjorid,Xlegendaryx,Fragmister,NasalChamp,King's Row,1,2,38.4,0,Attack,8,torbjorn,Zen,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,154,,,,-2,L,2559,2579,20,JustWingIt,havefun,TheDoctor,Koolboom,ZoctheChild,QuianMore,Collin,Numnumz,MedSmjorid,Xlegendaryx,Fragmister,NasalChamp,King's Row,2,3,38.41,3:43,Defense,4,Zen,,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,155,2449,2428,-21,-3,L,2527,2514,-13,JustWingIt,havefun,Jace,Studebakrhwk,KillBoom,Imstuck,Nyancide,Harpo,Riphodor,Kaispy,Gwynbleidd,Ifir3,Volskaya Industries,1,2,,0:02,Attack,8,mercy,,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,155,,,,-3,L,2527,2514,-13,JustWingIt,havefun,Jace,Studebakrhwk,KillBoom,Imstuck,Nyancide,Harpo,Riphodor,Kaispy,Gwynbleidd,Ifir4,Volskaya Industries,2,2,,6:55,Defense,1,Mercy,,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,155,,,,-3,L,2527,2514,-13,JustWingIt,havefun,Jace,Studebakrhwk,KillBoom,Imstuck,Nyancide,Harpo,Riphodor,Kaispy,Gwynbleidd,Ifir5,Volskaya Industries,3,1,,0,Attack,1.5,Zen,,,0,,meh,,,,,,,,,,,,,
7/11/2017,Night,155,,,,-3,L,2527,2514,-13,JustWingIt,havefun,Jace,Studebakrhwk,KillBoom,Imstuck,Nyancide,Harpo,Riphodor,Kaispy,Gwynbleidd,Ifir6,Volskaya Industries,4,2,,4:19,Defense,2,Zen,,,0,,meh,,,,,,,,,,,,,
7/12/2017,Night,156,2428,2428,0,0,Draw,2413,2424,11,JustWingIt,Megafapazoid,banana,Sampsonite,Keryu,Warchief,Timidllama,FrostyAlpaca,Juampas,Keysersoze,JJ0313,(korean),Numbani,1,0,,0,Defense,4,Zarya,,,0,,meh,,,,,,,,,,,,,
7/12/2017,Night,156,,,,0,Draw,2413,2424,11,JustWingIt,Megafapazoid,banana,Sampsonite,Keryu,Warchief,Timidllama,FrostyAlpaca,Juampas,Keysersoze,JJ0313,(korean),Numbani,2,0,,0,Attack,4,zarya,,,0,,meh,,,,,,,,,,,,,
7/12/2017,Night,157,2428,2453,25,1,W,2428,2406,-22,JustWingIt,Gallifrey,Direraven,SNL,XssWilliam,Strider,Hobbles,Dashammer,Keysersoze,Cobae,Masc4masc,Odin,Nepal,3,3-0,www,,CP,10,Mercy,,,0,,meh,2,0,0:19,122,8714,6,,,,,,,
7/12/2017,Night,158,2453,2427,-26,-1,L,2479,2456,-23,JustWingIt,OldRiver,Omega131,BigBanter,Greenche,Mushu,Flacco,Zen,Withteeth,MrMeeseeks,Sbkalec,Sputznik,Route 66,1,0,82.94,0,Attack,4,Zarya,,,0,,Tilted,,,,,,,,,,,,,
