Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped,,
8/25/2017,Afternoon,347,,,,6,W,2351,2357,6,JustWingIt,YimmyNeutron,CodeBlue55,EigenRelease,Mikeswitz,Coletrain,Exfighter3,SwollenGirth,Yayobamacare,Fill,SteadyTeddy,Dunbar,Gilbraltar,2,1,81.31,0,Defense,7,Mercy,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,348,2370,2388,18,7,W,2339,2369,30,JustWingIt,Imuxe,TigerGhost,Frost,TLWooo9,EigenRelease,Sslack,Phoenix,JessieKitten,Kykloz,Jaden2,Yandere,King's Row,1,2,63.11,0,Defense,8,,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,348,,,,7,W,2339,2369,30,JustWingIt,Imuxe,TigerGhost,Frost,TLWooo9,EigenRelease,Sslack,Phoenix,JessieKitten,Kykloz,Jaden2,Yandere,King's Row,2,3,63.13,0,Attack,8,,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,349,2388,2413,25,8,W,2344,2371,27,JustWingIt,MoltenPickax,Phoenix927,Zaruty,Soralina,SungMunhet,DrHoot,IsaidHai,GunChicken,Slayer0523,BackMan407,NinjaDooDoo,Ilios,5,3-2,wlwlw,,CP,21,Lucio,Zen,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,350,2413,2391,-22,-1,L,2399,2432,33,JustWingIt,Zaruty,Fruitcake,Illiphar,Sapphu,Zorakk,Ferret,Judicator,Tarawr,ThePheels,Zero,Raboinski420,Numbani,1,3,,4:42,Defense,4,zen,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,350,,,,-1,L,2399,2432,33,JustWingIt,Zaruty,Fruitcake,Illiphar,Sapphu,Zorakk,Ferret,Judicator,Tarawr,ThePheels,Zero,Raboinski421,Numbani,2,0,,0,Attack,4,zen,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Afternoon,351,2391,2363,-28,-2,L,2325,2340,15,JustWingIt,Oldrelic,Sheep,Lordvarg,Leonxii,Sherpollo7,Baxtin,Slick,EvilJazz,Venturion,Cow,MagicPants,Route 66,1,3,,,Defense,8,Zen,,,,,Meh,,,,,,,,,,,,,
8/25/2017,Afternoon,351,,,,-2,L,2325,2340,15,JustWingIt,Oldrelic,Sheep,Lordvarg,Leonxii,Sherpollo7,Baxtin,Slick,EvilJazz,Venturion,Cow,MagicPants,Route 66,2,1,73.64,,Attack,6,Zen,,,,,,,,,,,,,,,,,,
8/25/2017,Afternoon,350,2363,2339,-24,-3,L,2575,2599,24,JustWingIt,HBHack,NomCookie,Tghlooty,Kharandwynn,HalfBoxSpear,AlphaMale,BBBrain13,FoxPaw,Catalyst,Djust1,Sifoul,Lijang Tower,3,0-3,lll,,CP,10,Lucio,,,,,,,,,,,,,,,,,,
8/26/2017,Afternoon,351,2339,2362,23,1,W,2585,2555,-30,JustWingIt,HBHack,NomCookie,Tghlooty,GreaperKam,Lykkan,Ezri,TheLovelyKat,DeadZombie99,Merky,Nytrolizer,Sheep,Numbani,1,2,56.14,0,Defense,8,Symmetra,,,,,,,,,,,,,,,,,,
8/26/2017,Afternoon,351,,,,1,W,2585,2555,-30,JustWingIt,HBHack,NomCookie,Tghlooty,GreaperKam,Lykkan,Ezri,TheLovelyKat,DeadZombie99,Merky,Nytrolizer,Sheep,Numbani,2,3,56.15,4:38,Attack,4,Zen,,,,,,,,,,,,,,,,,,
8/26/2017,Afternoon,352,2362,2381,19,2,W,2615,2585,-30,JustWingIt,HBHack,NomCookie,Tghlooty,Catalyst,Sifoul,LilHopsalot,LordsMegma,Ofizan,Seryntas,Sphased,Trickyman,Dorado,1,1,88.17,0,Defense,7,Zen,,,,,,,,,,,,,,,,,,
8/26/2017,Afternoon,352,,,,2,W,2615,2585,-30,JustWingIt,HBHack,NomCookie,Tghlooty,Catalyst,Sifoul,LilHopsalot,LordsMegma,Ofizan,Seryntas,Sphased,Trickyman,Dorado,2,2,88.18,3:43,Attack,3,Zen,,,,,,,,,,,,,,,,,,
,,353,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
