Date,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Note,,
12/19/2016,122,2492,2521,29,,W,2951,2962,-11,JustWingit,Beast,Darkot,JoshSkiis,ManoftheWild,Yrova,ChiefSlowMo,DarkFire,MagicMan,Pancakess67,TonyPajamas,Zgar,Dorado,1,0,78.89,0,Defend,5.5,Ana,,,,,
12/19/2016,122,,,,,W,2951,2962,-11,JustWingit,Beast,Darkot,JoshSkiis,ManoftheWild,Yrova,ChiefSlowMo,DarkFire,MagicMan,Pancakess67,TonyPajamas,Zgar,Dorado,2,1,78.9,1:15,Attack,3.5,Ana,,,,,
12/19/2016,123,2521,2496,-25,,L,2977,2964,13,JustWingit,Beast,Darkot,JoshSkiis,ManoftheWild,Yrova,Andhersin,DieNasty,KiwiFlavored,Ouija,SharkBait,Tomo,Gibraltar,1,3,88.63,4:44,Attack,3.5,Ana,,,,,
12/19/2016,123,,,,,L,2977,2964,13,JustWingit,Beast,Darkot,JoshSkiis,ManoftheWild,Yrova,Andhersin,DieNasty,KiwiFlavored,Ouija,SharkBait,Tomo,Gibraltar,2,3,88.63,1:50,Defend,6,Ana,,,,,
12/19/2016,123,,,,,L,2977,2964,13,JustWingit,Beast,Darkot,JoshSkiis,ManoftheWild,Yrova,Andhersin,DieNasty,KiwiFlavored,Ouija,SharkBait,Tomo,Gibraltar,3,2,86.68,0,Defend,4.5,Ana,,,,,
12/19/2016,123,,,,,L,2977,2964,13,JustWingit,Beast,Darkot,JoshSkiis,ManoftheWild,Yrova,Andhersin,DieNasty,KiwiFlavored,Ouija,SharkBait,Tomo,Gibraltar,4,1,61.47,0,Attack,4.5,Ana,,,,,
12/19/2016,124,2496,2522,26,,W,2906,2931,-25,JustWingit,Beast,Darkot,JoshSkiis,Yrova,Teck923,Arkhi,Herediatary,Fuzzy,KingoPossum,WasabiTea,WonderCarrot,Ilios,-,www,3-0,,CP,13,Lucio,,,,,
12/21/2016,125,2522,2545,23,,W,2704,2667,37,JustWingit,Bnutus,Cthulhu,Fluffabear,Jerry,Lobsterlord,Limousine,Magnumsky,Noktournal,Ryan,TinyRick,Wsacrules,Eichenwalde,1,2,62.6,0,Attack,9,Zen,,,,,
12/21/2016,125,,,,,W,2704,2667,37,JustWingit,Bnutus,Cthulhu,Fluffabear,Jerry,Lobsterlord,Limousine,Magnumsky,Noktournal,Ryan,TinyRick,Wsacrules,Eichenwalde,2,1,128,0,Defend,8,Ana,,,,,
12/21/2016,126,2545,2568,23,,W,2945,2947,-2,JustWingit,JoshSkiis,Looty,ManoftheWild,Yrova,Space,CoolHigh,Mcn,Corionk,DankTrain,Lordjuan,Shrikems,Nepal,-,wwlw,n/a,,CP,16.5,Ana,,,,,
12/21/2016,127,2568,2545,-23,,L,2981,2977,4,JustWingit,JoshSkiis,Looty,ManoftheWild,Yrova,Aphray,Porcorosso,Harry,Hasu,Krusher99,Majikarpette,Slurpy,Numbani,1,2,57.3,0,Attack,8,Ana,,,Looty DCed for a moment,,
12/21/2016,127,,,,,L,2981,2977,4,JustWingit,JoshSkiis,Looty,ManoftheWild,Yrova,Aphray,Porcorosso,Harry,Hasu,Krusher99,Majikarpette,Slurpy,Numbani,2,3,57.31,1:46,Defend,7.5,Ana,,,,,
12/21/2016,128,2545,2569,24,,W,2944,2942,2,JustWingit,JoshSkiis,Looty,ManoftheWild,Yrova,Cryptic,SavagePie,Chiricherry,BnjourMaggie,Rallivillar,SergeSx,Sirownzalot,Route 66,1,3,74.5,3,Attack,7,Zen,,,,,
12/21/2016,128,,,,,W,2944,2942,2,JustWingit,JoshSkiis,Looty,ManoftheWild,Yrova,Cryptic,SavagePie,Chiricherry,BnjourMaggie,Rallivillar,SergeSx,Sirownzalot,Route 66,2,0,75.54,0,,4.5,Zen,,,,,
12/21/2016,129,2569,2569,0,,-,2980,2943,37,JustWingit,JoshSkiis,Looty,ManoftheWild,Yrova,Russ,BrodoSwaggin,Heroism,JinandJuice,Karas,Pine,이닭 이니 닭 이냐 다,Gibraltar,1,-,-,-,Defend,0,Ana,,,"Looty DCed, Korean: THis chicken is Chicken",,
12/21/2016,130,2569,2595,26,,W,2934,3017,-83,JustWingit,JoshSkiis,ManoftheWild,Napkins,Yrova,Zaros,DVJ,Kyrie1213,NormalPlayer,SleepyBear,SS1,长者,Dorado,1,1,91.56,0,Defend,7,Ana,,,Chinese: Senior Citizen,,
12/21/2016,130,,,,,W,2934,3017,-83,JustWingit,JoshSkiis,ManoftheWild,Napkins,Yrova,Zaros,DVJ,Kyrie1213,NormalPlayer,SleepyBear,SS1,长者,Dorado,2,2,91.57,6,Attack,7,Ana,,,,,
12/21/2016,131,2595,2618,23,,W,2963,2925,38,JustWingit,JoshSkiis,ManoftheWild,Napkins,Yrova,Zaros,BiuBiu,FakeHanzo,Madafrican,Max63,RoastCC,WaterAss,Volskaya Industries,1,2,n/a,4:07,Attack,4,Ana,,,,,
12/21/2016,131,,,,,W,2963,2925,38,JustWingit,JoshSkiis,ManoftheWild,Napkins,Yrova,Zaros,BiuBiu,FakeHanzo,Madafrican,Max63,RoastCC,WaterAss,Volskaya Industries,2,1,n/a,0,Defend,8,Ana,,,,,
12/21/2016,132,2618,2593,-25,,L,2990,3001,-11,JustWingit,JoshSkiis,ManoftheWild,Napkins,Yrova,Zaros,Scull,Albatross,Bmb430,JDiesel,McPiccolo,SolidSmyth,King's Row,1,2,46.61,0,Attack,8.5,Ana,,,,,
12/21/2016,132,,,,,L,2990,3001,-11,JustWingit,JoshSkiis,ManoftheWild,Napkins,Yrova,Zaros,Scull,Albatross,Bmb430,JDiesel,McPiccolo,SolidSmyth,King's Row,2,3,46.62,1:24,Defend,7,Ana,,,,,
12/22/2016,133,2593,2618,25,,W,2907,-,-,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,Ferken3,Noviy,Saiamder,Shuzzable,SupaHershey,TommyTrauma,Gibraltar,1,2,60.56,0,Defend,9,Zen,,,,,
12/22/2016,133,,,,,W,2907,-,-,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,Ferken3,Noviy,Saiamder,Shuzzable,SupaHershey,TommyTrauma,Gibraltar,2,3,60.57,1:30,Attack,7,Zen,,,,,
12/22/2016,134,2618,2642,24,,W,2931,2930,1,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,Bri,Sceraphix,Panyo,PartnxtDoor,RandyRancher,RekenRa,King's Row,1,3,70.19,3:37,Attack,4.5,Zen,,,,,
12/22/2016,134,,,,,W,2931,2930,1,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,Bri,Sceraphix,Panyo,PartnxtDoor,RandyRancher,RekenRa,King's Row,2,3,96.94,0,Defend,7,Zen,,,Excuse me comment,,
12/22/2016,135,2642,2616,-26,,L,2954,2962,-8,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,AbiJij,HighNoon,JohnWick,Midnight,Mishka,Zeus2026,Route 66,1,2,63.19,0,Defend,7.5,Zen,,,,,
12/22/2016,135,,,,,L,2954,2962,-8,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,AbiJij,HighNoon,JohnWick,Midnight,Mishka,Zeus2026,Route 66,2,0,80.41,0,Attack,5.5,Zen,,,,,
12/22/2016,136,2616,2638,22,,W,2931,2887,44,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,Chopster,Damion,Thrash,Unk,ViPa,YayayUUp,Lijiang Tower,-,www,n/a,,CP,13.5,Ana,,,round 1 Giant mechanical,,
12/22/2016,137,2638,2616,-22,,L,2953,2987,-34,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,Psusjc,Amnael,Departed,Novemeber,ToxicSloth,UKWonie,Hollywood,1,2,56.97,0,Attack,9,Zen,,,,,
12/22/2016,137,,,,,L,2953,2987,-34,JustWingit,Beast,Darkot,HBHack,Looty,Yrova,Psusjc,Amnael,Departed,Novemeber,ToxicSloth,UKWonie,Hollywood,2,3,56.98,2:03,Defend,6.5,Zen,,,,,
12/22/2016,138,2616,2641,25,,W,2974,3007,-33,JustWingit,Darkot,HBHack,Looty,ManoftheWild,Yrova,ABel,Al3x,Language,Malican,Oddish,Vezzir,Dorado,1,3,85.75,1:02,Attack,7.5,Zen,,,,,
12/22/2016,138,,,,,W,2974,3007,-33,JustWingit,Darkot,HBHack,Looty,ManoftheWild,Yrova,ABel,Al3x,Language,Malican,Oddish,Vezzir,Dorado,2,0,67.53,0,Defend,4.5,Zen,,,,,
12/22/2016,139,2641,2615,-26,,L,2998,2906,92,JustWingit,Darkot,HBHack,Looty,ManoftheWild,Yrova,BraveShine,Jellies,Kozit,Nairn,Phino,Who,Lijiang Tower,-,llwl,1-3,,CP,20,Zen,,,,,
12/22/2016,140,2615,2637,22,,W,2832,2822,10,JustWingit,HBHack,Looty,Yrova,Beegs,JLargeWood,Pretzel,ZanderGoth,EbagtheGreat,Lambo420,Orwellion,Rummi,Volskaya Industries,1,1,n/a,0,Defend,8.5,Zen,,,,,
12/22/2016,140,,,,,W,2832,2822,10,JustWingit,HBHack,Looty,Yrova,Beegs,JLargeWood,Pretzel,ZanderGoth,EbagtheGreat,Lambo420,Orwellion,Rummi,Volskaya Industries,2,2,n/a,3:14,Attack,5,Zen,,,,,
12/22/2016,141,2637,2613,-24,,L,2956,2963,-7,JustWingit,Darkot,HBHack,Looty,ManoftheWild,Yrova,Atarax,Pivva,SaltyOrc,SoupyDragon,Taito100,Warlock,Ilios,-,lwwll,2-3,,CP,28,Zen,Lucio,,,,
12/22/2016,142,2613,2590,-23,,L,2931,2940,-9,JustWingit,Darkot,HBHack,Looty,ManoftheWild,Yrova,Andrelacus,Frostec,orange,Prototypered,Wake,WrathViper,Temple of Anubis,1,2,n/a,5:17,Defend,2.5,Zen,,,,,
12/22/2016,142,,,,,L,2931,2940,-9,JustWingit,Darkot,HBHack,Looty,ManoftheWild,Yrova,Andrelacus,Frostec,orange,Prototypered,Wake,WrathViper,Temple of Anubis,2,1,n/a,0,Attack,8,Lucio,Zen,Mercy,Got Juked this game Symmetra Tele,,
1/1/2017,143,2590,2566,-24,,L,2956,2937,19,JustWingit,Darkot,HBHack,Yrova,BeardedLlama,Rogue,Matthew,Zeroz,Doar,Amaterasu,Psych,Pure,Eichenwalde,1,3,67.88,3:13,Defend,8.5,Zen,Lucio,,Recording wasnt' on missed Team Setup and Grouping,,
1/1/2017,143,,,,,L,2956,2937,19,JustWingit,Darkot,HBHack,Yrova,BeardedLlama,Rogue,Matthew,Zeroz,Doar,Amaterasu,Psych,Pure,Eichenwalde,2,1,124.91,0,Attack,7,Zen,,,,,
1/1/2017,144,2566,2593,27,,W,2912,2935,-23,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,RDN,Izz,JoeMotion,Meno,SinistrSpoon,Wherner,Hollywood,1,1,111.13,0,Defend,6.5,Symmetra,Ana,,,,
1/1/2017,144,,,,,W,2912,2935,-23,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,RDN,Izz,JoeMotion,Meno,SinistrSpoon,Wherner,Hollywood,2,2,111.14,3:26,Attack,3,Zen ,,,,,
1/1/2017,145,2593,2616,23,,W,2936,2945,-9,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,Vic12138,Denni,Gav,Osiris,Relein,TheFatBunny,Lijiang Tower,-,lwww,3-1,,CP,19,Symmetra,Ana,,,,
1/1/2017,146,2616,2643,27,,W,2962,2924,38,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,Chazam,IceColdPwn,KatSumer,Pugalicious,ShadowDragon,Verum,Hanamura,1,2,n/a,0:58,Attack,7,Ana,,,,,
1/1/2017,146,,,,,W,2962,2924,38,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,Chazam,IceColdPwn,KatSumer,Pugalicious,ShadowDragon,Verum,Hanamura,2,0,n/a,0,Defend,4.5,Zen,,,,,
1/1/2017,147,2643,2620,-23,,L,2992,3043,-51,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,Ansga,BigPapi,IBallziownu,Obscuro,Tejez,Yunag,Dorado,1,3,85.75,1:01,Attack,7,Ana,,,,,
1/1/2017,147,,,,,L,2992,3043,-51,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,Ansga,BigPapi,IBallziownu,Obscuro,Tejez,Yunag,Dorado,2,3,85.75,0,Defend,8,Zen,,,,,
1/1/2017,147,,,,,L,2992,3043,-51,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,Ansga,BigPapi,IBallziownu,Obscuro,Tejez,Yunag,Dorado,3,3,85.75,0,Defend,5,Zen,,,,,
1/1/2017,147,,,,,L,2992,3043,-51,JustWingIt,Asimmovania,Darkot,HBHack,Looty,Yrova,Ansga,BigPapi,IBallziownu,Obscuro,Tejez,Yunag,Dorado,4,0,63.83,0,Attack,3,Ana,,,,,
1/1/2017,148,2620,2600,-20,,L,3027,2881,146,JustWingIt,Darkot,HBHack,Looty,Yrova,MRR,EISH,NomieatYou,Alaczar,Docunissis,Krisp,Noodle,Nepal,-,llwwl,2-3,,CP,24,Ana,Zen,Lucio,,,
1/1/2017,149,2600,2573,-27,,L,2463,2437,26,JustWingIt,Bnutus,JiaCheng,Persistence,Wingster,Jeanlouis,TheMayor,CJ11c,Natek,Noober,Puzzle,Xophules,Numbani,1,3,71.75,1:50,Defend,6,Mercy,,,,,
1/1/2017,149,,,,,L,2463,2437,26,JustWingIt,Bnutus,JiaCheng,Persistence,Wingster,Jeanlouis,TheMayor,CJ11c,Natek,Noober,Puzzle,Xophules,Numbani,2,0,0,0,Attack,4,Zen,,,,,
1/2/2017,150,2573,2599,26,,W,2992,2921,71,JustWingIt,Beast,HBHack,Yrova,Decro,Caillou,Criticz,Chino,AmericanGupp,AmericanSnit,Boy,Mokita,Dorado,1,3,85.75,2:02,Defend,6,Zen,Lucio,,,,
1/2/2017,150,,,,,W,2992,2921,71,JustWingIt,Beast,HBHack,Yrova,Decro,Caillou,Criticz,Chino,AmericanGupp,AmericanSnit,Boy,Mokita,Dorado,2,3,85.75,0,Attack,9.5,Mercy,Lucio,,,,
1/2/2017,150,,,,,W,2992,2921,71,JustWingIt,Beast,HBHack,Yrova,Decro,Caillou,Criticz,Chino,AmericanGupp,AmericanSnit,Boy,Mokita,Dorado,3,1,1.68,0,Attack,2,Zen,,,,,
1/2/2017,150,,,,,W,2992,2921,71,JustWingIt,Beast,HBHack,Yrova,Decro,Caillou,Criticz,Chino,AmericanGupp,AmericanSnit,Boy,Mokita,Dorado,4,0,55.83,0,Defend,4,Zen,,,,,
1/2/2017,151,2599,2574,-25,,L,3098,3091,7,JustWingIt,Beast,HBHack,ManoftheWild,Yrova,InFlux,Drexx,Mettal,Nile,Splock,Templar,TF2IsBetter,King's Row,1,2,50.77,0,Attack,20,Ana,,,,,
1/2/2017,151,,,,,L,3098,3091,7,JustWingIt,Beast,HBHack,ManoftheWild,Yrova,InFlux,Drexx,Mettal,Nile,Splock,Templar,TF2IsBetter,King's Row,2,3,50.78,0,Defend,10,Ana,,,,,
1/2/2017,152,2574,2551,-23,,L,3070,3033,37,JustWingIt,Beast,HBHack,ManoftheWild,Yrova,Infection,Paco,Marshadow,Gatorain,Ginkeq,Snowspark,Wildelia,Hollywood,1,3,79.06,0:35,Attack,6.5,Ana,,,,,
1/2/2017,152,,,,,L,3070,3033,37,JustWingIt,Beast,HBHack,ManoftheWild,Yrova,Infection,Paco,Marshadow,Gatorain,Ginkeq,Snowspark,Wildelia,Hollywood,2,3,79.06,1:37,Defend,16,Ana,,,,,
1/2/2017,152,,,,,L,3070,3033,37,JustWingIt,Beast,HBHack,ManoftheWild,Yrova,Infection,Paco,Marshadow,Gatorain,Ginkeq,Snowspark,Wildelia,Hollywood,3,1,43.73,0,Attack,2,Ana,,,,,
1/2/2017,152,,,,,L,3070,3033,37,JustWingIt,Beast,HBHack,ManoftheWild,Yrova,Infection,Paco,Marshadow,Gatorain,Ginkeq,Snowspark,Wildelia,Hollywood,4,2,43.74,0,Defend,4,Ana,,,,,
1/2/2017,153,2551,2530,-21,,L,3056,3098,-42,JustWingIt,Beast,HBHack,Looty,ManoftheWild,Yrova,BT160626,Franzblond,Prime,Proceratops,Shirp,Swiggen,Gibraltar,1,0,76.06,0,Attack,6,Ana,,,,,
1/2/2017,153,,,,,L,3056,3098,-42,JustWingIt,Beast,HBHack,Looty,ManoftheWild,Yrova,BT160626,Franzblond,Prime,Proceratops,Shirp,Swiggen,Gibraltar,2,1,76.07,,Defend,1.5,Zen,,,,,
1/2/2017,154,2530,2494,-36,,L,2422,2452,-30,JustWingIt,Bnutus,FluffaBear,Jerry,MotherFlanka,NateaBusa,Chume,Karkadan,Ralir,SinRoy,VaxDid,VetaWulf,Route 66,1,3,74.5,1:48,Defend,5.5,Ana,,,,,
1/2/2017,154,,,,,L,2422,2452,-30,JustWingIt,Bnutus,FluffaBear,Jerry,MotherFlanka,NateaBusa,Chume,Karkadan,Ralir,SinRoy,VaxDid,VetaWulf,Route 66,2,1,44.5,0,Attack,6,Ana,,,,,
1/2/2017,155,2494,2452,-42,,L,2398,2373,25,JustWingIt,Bnutus,FluffaBear,Jerry,MotherFlanka,NateaBusa,Ehub,Gweilo,KNS,NickB3331,NotBrewSt,NotLoki,Gibraltar,1,0,82,0,Defend,5,Zen,,,,,
1/2/2017,155,,,,,L,2398,2373,25,JustWingIt,Bnutus,FluffaBear,Jerry,MotherFlanka,NateaBusa,Ehub,Gweilo,KNS,NickB3331,NotBrewSt,NotLoki,Gibraltar,2,0,67.28,0,Attack,5.5,Zen,,,,,
1/2/2017,156,2452,2452,0,,-,2922,2858,64,-,-,-,-,-,-,-,-,-,-,-,-,Nepal,-,-,n/a,,CP,0,Ana,,,Beast wasn't here. She was piiiisssed. Wild Failed at being Group Leader here,,
1/2/2017,157,2452,2414,-38,,L,2913,2889,24,JustWingIt,Asimmovania,CeleryMan,Conniving,JoshSkiis,ManoftheWild,EHSNow,Goon,Phesi,Richard,Sinic,Xcuted,Gibraltar,1,3,88.63,2:38,Defend,5,Ana,,,,,
1/2/2017,157,,,,,L,2913,2889,24,JustWingIt,Asimmovania,CeleryMan,Conniving,JoshSkiis,ManoftheWild,EHSNow,Goon,Phesi,Richard,Sinic,Xcuted,Gibraltar,2,0,85.23,0,Attack,4.5,Ana,,,,,
1/2/2017,158,2414,2371,-43,,L,2809,2824,-15,JustWingIt,Asimmovania,CeleryMan,Conniving,Bonzo,NilBog,JDS,Kyle,Albatross,Duwe,LaceupLauren,Ween,Temple of Anubis,1,2,n/a,3:07,Defend,4.5,Ana,,,,,
1/2/2017,158,,,,,L,2809,2824,-15,JustWingIt,Asimmovania,CeleryMan,Conniving,Bonzo,NilBog,JDS,Kyle,Albatross,Duwe,LaceupLauren,Ween,Temple of Anubis,2,0,n/a,0,Attack,5,Ana,,,,,
1/2/2017,159,2371,2325,-46,,L,2824,2826,-2,JustWingIt,CeleryMan,Conniving,UNK,BugSYBrown,EthanSky,DarkTemplar,HeadlessSnip,Krell,JBenson79,Jvakarian,Life,Route 66,1,3,74.5,1:06,Attack,,Zen,,,,,
1/2/2017,159,,,,,L,2824,2826,-2,JustWingIt,CeleryMan,Conniving,UNK,BugSYBrown,EthanSky,DarkTemplar,HeadlessSnip,Krell,JBenson80,Jvakarian,Life,Route 66,2,3,74.5,0:34,Defend,7,Zen,,,,,
1/2/2017,159,,,,,L,2824,2826,-2,JustWingIt,CeleryMan,Conniving,UNK,BugSYBrown,EthanSky,DarkTemplar,HeadlessSnip,Krell,JBenson81,Jvakarian,Life,Route 66,3,0,70.46,0,Defend,1.5,Zen,,,,,
1/2/2017,159,,,,,L,2824,2826,-2,JustWingIt,CeleryMan,Conniving,UNK,BugSYBrown,EthanSky,DarkTemplar,HeadlessSnip,Krell,JBenson82,Jvakarian,Life,Route 66,4,0,63.77,0,Attack,2,Zen,,,,,
1/2/2017,160,2325,2281,-44,,L,2791,2784,7,JustWingIt,CeleryMan,Conniving,Sushi,YJJGOGOGO,JacQues,Zezima,JimPadelic,Skuld,HiSripley,Jiqi,QingQing,Numbani,1,2,60.08,0,Defend,8.5,Symmetra,,,,,
1/2/2017,160,,,,,L,2791,2784,7,JustWingIt,CeleryMan,Conniving,Sushi,YJJGOGOGO,JacQues,Zezima,JimPadelic,Skuld,HiSripley,Jiqi,QingQing,Numbani,2,2,35.16,0,Attack,83,Symmetra,Zen,Mercy,,,
1/2/2017,161,2281,2305,24,,W,2708,2755,-47,JustWingIt,CeleryMan,Conniving,WilsonLahaha,SpookySkelet,Zombie,CLGrabDat,MrGrumpyPant,DVA,Elevenow,Evikt,TheBoyJoeJoe,Hollywood,1,1,110.9,0,Defend,7,Symmetra,,,,,
1/2/2017,161,,,,,W,2708,2755,-47,JustWingIt,CeleryMan,Conniving,WilsonLahaha,SpookySkelet,Zombie,CLGrabDat,MrGrumpyPant,DVA,Elevenow,Evikt,TheBoyJoeJoe,Hollywood,2,2,110.1,0,Attack,7.5,Symmetra,,,,,
1/2/2017,162,2305,2287,-18,,L,2787,2802,-15,JustWingIt,CeleryMan,Conniving,APhillips,FaceLess,Corrifa,ProGenji,FunkyPants,AlphaKillas,EroticPriest,OGFarQuad,CorkeyLodge,Lijiang Tower,-,lll,0-3,,CP,14,,,,,,
1/3/2017,163,2287,2266,-21,,L,2847,2862,-15,JustWingIt,Beast,Berezaa,HBHack,Looty,Yrova,BigFunny,MeanHug,Raje,SparHawk,SpiritGhost,Stax,Hanamura,1,1,n/a,0,Defend,8.5,Symmetra,,,,,
1/3/2017,163,,,,,L,2847,2862,-15,JustWingIt,Beast,Berezaa,HBHack,Looty,Yrova,BigFunny,MeanHug,Raje,SparHawk,SpiritGhost,Stax,Hanamura,2,0,n/a,0,Attack,4.5,Symmetra,,,,,
1/3/2017,164,2266,2243,-23,,L,2774,2810,-36,JustWingIt,Berezaa,HBHack,Looty,Yrova,Botelo,Halaster,Tomaboi,Cameron,CptThrow,Egotistic,Niznoon,Numbani,1,2,71.77,0,Defend,8,Symmetra,,,,,
1/3/2017,164,,,,,L,2774,2810,-36,JustWingIt,Berezaa,HBHack,Looty,Yrova,Botelo,Halaster,Tomaboi,Cameron,CptThrow,Egotistic,Niznoon,Numbani,2,0,n/a,0,Attack,4.5,Lucio,,,,,
1/3/2017,165,2243,2225,-18,,L,2726,2731,-5,JustWingIt,HBHack,Looty,ManoftheWild,Ozie,Kobo,BlobSSS,Rando,HanzoTorb,BluntMeThod,Flaco,Sussearl,Route 66,1,1,73.88,0,Defend,5.5,Ana,,,,,
1/3/2017,165,,,,,L,2726,2731,-5,JustWingIt,HBHack,Looty,ManoftheWild,Ozie,Kobo,BlobSSS,Rando,HanzoTorb,BluntMeThod,Flaco,Sussearl,Route 66,2,1,62.01,0,Attack,5.5,Mercy,,,,,
1/3/2017,166,2225,2253,28,,W,2781,2830,-49,JustWingIt,Conniving,Darkot,Yrova,EdoKun,YoMadPrego,ApexValkyre,Lodka,Mikanropp,Nettles,WetDesert,Wrench,Lijiang Tower,-,wwlw,3-1,,CP,21,Lucio,,,,,
1/3/2017,167,2253,2235,-18,,L,2813,2807,6,JustWingIt,Beast,Darkot,Yrova,Zkrew,ManBearPig,Tunited321,Thoofa,Forresterr,HolyBlade12,Sprhre,Wing,Nepal,-,lll,0-3,,CP,17,Lucio,,,,,
1/3/2017,168,2235,2213,-22,,L,2799,2819,-20,JustWingIt,Beast,Darkot,Yrova,ZLites,VeryCrushed,BiBi,Gabe827,Illusional,IllusiveFall,NoviteKnight,UltraShock,Ilios,-,-,wlwll,,CP,22,Lucio,Zen,,,,
1/3/2017,169,2213,2194,-19,,L,2749,2709,40,JustWingIt,Beast,Darkot,Yrova,Loooter,PlzNimp,Ayako,Genericover,Lobotomite,Neros,NooGanig,Shumabot,Hanamura,1,2,n/a,0,Defend,9.5,Symmetra,,,,,
1/3/2017,169,,,,,L,2749,2709,40,JustWingIt,Beast,Darkot,Yrova,Loooter,PlzNimp,Ayako,Genericover,Lobotomite,Neros,NooGanig,Shumabot,Hanamura,2,0,n/a,0,Attack,5.5,Ana,,,,,
1/3/2017,170,2194,2217,23,,W,2688,2628,60,JustWingIt,Darkot,Yrova,DoomsDayD,RockSalesman,i,Tibbar,Recursive,RiceroniDish,Alenarne,Atlas,Flaco,Lijiang Tower,-,www,3-0,,CP,15,Zen,,,,,
1/3/2017,171,2217,2194,-23,,L,2685,2689,-4,JustWingIt,Darkot,Yrova,Bloodshot125,Bwong,Lamarcus,Rehzy,Krypto,TheCellNBK,BrutalDm,Penorsurus,Peter,Route 66,1,0,76.82,0,Defend,4.5,Zen,,,,,
1/3/2017,171,,,,,L,2685,2689,-4,JustWingIt,Darkot,Yrova,Bloodshot125,Bwong,Lamarcus,Rehzy,Krypto,TheCellNBK,BrutalDm,Penorsurus,Peter,Route 66,2,0,69.46,0,Attack,4.5,Zen,,,,,
1/3/2017,172,2194,2221,27,,W,2688,2664,24,JustWingIt,Darkot,Yrova,Rehzy,Charbel,Mutant,TheCellNBK,Smoke32,StelthBlade,Firespawn,RipDish,RyZoo,Eichenwalde,1,2,63.25,0,Attack,7.5,Ana,,,,,
1/3/2017,172,,,,,W,2688,2664,24,JustWingIt,Darkot,Yrova,Rehzy,Charbel,Mutant,TheCellNBK,Smoke32,StelthBlade,Firespawn,RipDish,RyZoo,Eichenwalde,2,1,103.82,0,Defend,5.5,Ana,,,,,
1/4/2017,173,2221,2244,23,,W,2752,2737,15,JustWingIt,Beast,Darkot,Yrova,PartyTaco,EZPZ,Vek,Motion,Pepi70,Blackbeard,Paisley,Vacaville,Hanamura,1,2,n/a,6:12,Attack,2,Zen,,,,,
1/4/2017,173,,,,,W,2752,2737,15,JustWingIt,Beast,Darkot,Yrova,PartyTaco,EZPZ,Vek,Motion,Pepi70,Blackbeard,Paisley,Vacaville,Hanamura,2,1,n/a,0,Defend,8.5,Zen,,,,,
1/4/2017,174,2244,2274,30,,W,2781,2814,-33,JustWingIt,Beast,Darkot,Yrova,M4ple,PolNareff,JohnPaul,EZPZ,Gho5TNinj4,Lumineer,MuffinFace,StarFire,Numbani,1,2,58.99,0,Defend,8,Zen,,,,,
1/4/2017,174,,,,,W,2781,2814,-33,JustWingIt,Beast,Darkot,Yrova,M4ple,PolNareff,JohnPaul,EZPZ,Gho5TNinj4,Lumineer,MuffinFace,StarFire,Numbani,2,3,59,3:17,Attack,4,Mercy,,,,,
1/4/2017,175,2274,2305,31,,W,-,-,-,JustWingIt,Beast,Darkot,Yrova,Emolol,PolNareff,MooFins,EMCEE,HeaverFeaver,Pontoro,TadaMasa,Yas,Gibraltar,1,0,78.12,0,Defend,4.5,Zen,,,,,
1/4/2017,175,,,,,W,-,-,-,JustWingIt,Beast,Darkot,Yrova,Emolol,PolNareff,MooFins,EMCEE,HeaverFeaver,Pontoro,TadaMasa,Yas,Gibraltar,2,1,78.13,1:38,Attack,2.5,Mercy,,,,,
1/4/2017,176,2305,2286,-19,,L,2839,2847,-8,JustWingIt,Beast,Darkot,Yrova,MidnightByte,Tequeneek,Carterlol,TeddyWeddy,M,Drudge,Murasaki,Yarn,Eichenwalde,1,2,56.45,0,Defend,8,Ana,,,,,
1/4/2017,176,,,,,L,2839,2847,-8,JustWingIt,Beast,Darkot,Yrova,MidnightByte,Tequeneek,Carterlol,TeddyWeddy,M,Drudge,Murasaki,Yarn,Eichenwalde,2,0,0,0,Attack,4.5,Ana,,,,,
