Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped
,,,,,,-1,L,2741,2768,27,JustWingIt,TemaFe10,Nirav,Butterbot,Antoine,MyBad,Mango,Tzar,Hanzo,Absolute,DarkOdyssey,Meka,Temple of Anubis,4,2,,0:49,Defend,5,Mercy,,,0,,Beh,4,4,1:11,2779,13718,15,,,,,
,17:00,,2737,2717,-20,-2,L,2749,2732,-17,JustWingIt,Adamsandler,Poke,Yousef,Rustman,Willyyy,ItsHuntdog,SherlockGunz,Alexisfr,Elyk,Branson,Xeal,Nepal,4,1-3,wlll,,CP,17.5,Lucio,Mercy,,0,Like seriously where's the talk,Tilted,18,10,2:19,7820,17237,11,,,,,
,,,2717,2693,-24,-3,L,2789,2831,42,JustWingIt,Celeryman,Favonius,FrankerralPh,ShadowStorm,NMz,TrippyBadger,BuckWild,Diego6339,Ekitsivarm,Lizards97,Tuffty,Eichenwalde,1,3,67.69,1:07,Defend,7,Zen,,,1,we lost the third poitn fast,Bah,,,,,,,,,,,
,,,,,,-3,L,2789,2831,42,JustWingIt,Celeryman,Favonius,FrankerralPh,ShadowStorm,NMz,TrippyBadger,BuckWild,Diego6339,Ekitsivarm,Lizards97,Tuffty,Eichenwalde,2,1,124.06,0,Attack,8,Ana,,,1,,Bah,14,8,1:25,6523,9446,10,54,,,9,100
,,,2693,2664,-29,-4,L,2784,2820,36,JustWingIt,Celeryman,Favonius,Ezr,Jyz,IFeed,GreenMelody,MagicGnome,ImSoFancy,Cram,Redermac,XXbulldozerd,Hollywood,1,2,72.44,0,Defend,9,Zen,,,1,,Meh,,,,,,,,,,,
,,,,,,-4,L,2784,2820,36,JustWingIt,Celeryman,Favonius,Ezr,Jyz,IFeed,GreenMelody,MagicGnome,ImSoFancy,Cram,Redermac,XXbulldozerd,Hollywood,2,1,94.09,0,Attack,6,Zen,,,1,Shoudl have gone mercy,Tilted,,,,,,,,,,,
,,,2664,2686,22,1,W,2728,2711,-17,JustWingIt,Celeryman,Favonius,IrishPoutine,Kobe4Prez,HDomin713,Clueless909,ZeratulPrime,CoolGuyFire,DastyPoints,MPT,Suauron,king's Row,1,2,32.87,0,Defend,8,Mercy,,,2,Shoudl have rez when i was told to res... :( ,Meh,,,,,,,,,,,
,,,,,,1,W,2728,2711,-17,JustWingIt,Celeryman,Favonius,IrishPoutine,Kobe4Prez,HDomin714,Clueless910,ZeratulPrime,CoolGuyFire,DastyPoints,MPT,Suauron,King's Row,2,3,32.88,5:32,Attack,2.5,Mercy,,,2,They lost 2 players sooo yeah ,Meh,2,2,1:48,336,7375,5,,,10,18,
,,,2686,2669,-17,-1,L,2788,2784,-4,JustWingIt,Celeryman,Favonius,BugsyBrown,CoolAlien7,Reckless,Cainhurtz,Ctrl,JayJenner,Captthunder,HeatedBuggy,MoneyMaster,Gibraltar,1,3,88.63,4:42,Defend,3.5,Zen,Lucio,,1,Go steamrolling,Titled,,,,,,,,,,,
,,,,,,-1,L,2788,2784,-4,JustWingIt,Celeryman,Favonius,BugsyBrown,CoolAlien8,Reckless,Cainhurtz,Ctrl,JayJenner,Captthunder,HeatedBuggy,MoneyMaster,Gibraltar,2,2,81.11,0,Attack,8,Mercy,,,1,JayJenner's Hanzo was pretty good,Tilted,1,0,1:06,2342,11175,11,,,1,10,
,,,2669,2645,-24,-2,L,2746,2769,23,JustWingIt,Celeryman,Favonius,Conscious,Freeds,Cowbeef,Isiege,Noy4D3,Beasted,AnimeMasterX,Brendan,Loop,Oasis,4,3-1,llwl,,CP,17,Lucio,,,2,Loop was a good Mcree,Tilted,,,,,,,,,,,
5/8/2017,19:30,,2645,2671,26,1,W,2724,2746,22,JustWingIt,Celeryman,Favonius,KlownSic,Kaheno,Trilogy,Xazar,Nuke,Smacky132465,TotenRamen,Deez,JackPetko,Lijang Tower,4,3-1,wlww,,CP,19.5,Torbjorn,,,2,Torb strat,Whew,38,31,2:26,18743,0,7,26,12,,,
,,,2671,2648,-23,-1,L,2693,2714,21,JustWingIt,Favonius,Griaf,Revolution72,Guts,Aznninja09,Agreadda,Knucklehead,Jonesy,Mantis,Dongerlord,MagicPants,Gibraltar,1,1,55.59,,Attack,8,Mercy,,,1,,Tlted,,,,,,,,,,,
,,,,,,-1,L,2693,2714,21,JustWingIt,Favonius,Griaf,Revolution72,Guts,Aznninja09,Agreadda,Knucklehead,Jonesy,Mantis,Dongerlord,MagicPants,Gibraltar,2,2,55.6,3:44,Defend,5,Zen,,,1,,Tlted,,,,,,,,,,,
,,,2648,2671,23,1,W,2681,2705,24,JustWingIt,Favonius,Aow,Aznninja09,Anulbrigader,Apointer,Trisp,VBPacker,Karst,Neode,Sengoju,Shaded88,Numbani,1,3,71.75,1:19,Attack,7,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,1,W,2681,2705,24,JustWingIt,Favonius,Aow,Aznninja09,Anulbrigader,Apointer,Trisp,VBPacker,Karst,Neode,Sengoju,Shaded88,Numbani,2,2,70.29,0,Defend,8,Zen,Lucio,,2,Nice hold at the end,Good,,,,,,,,,,,
,,,2671,2671,0,0,Draw,2704,2678,-26,JustWingIt,Favonius,Farfadet,Darklogan666,NotThat1Guy,Codec,Chan,Lynhimvip,Fristik,JamesHero,Kotagraz,LittleOne,Temple of Anubis,1,1,,0,Attack,8.5,Mercy,,,1,Everyone was too scattered,Meh,,,,,,,,,,,
,,,,,,0,Draw,2704,2678,-26,JustWingIt,Favonius,Farfadet,Darklogan666,NotThat1Guy,Codec,Chan,Lynhimvip,Fristik,JamesHero,Kotagraz,LittleOne,Temple of Anubis,2,1,,0,Defend,8,Mercy,,,1,Nice hold at the end,Meh,,,,,,,,,,,
,,,2671,2646,-25,-1,L,2709,2710,1,JustWingIt,Favonius,Occa,BigBand,Skiren,Wick,Ciel,Rico,Volkev,EyitSurboy,HairyGuys,Swiftt,Hollywood,1,0,,0,Attack,4,Mercy,,,1,,Meh,,,,,,,,,,,
,,,,,,-1,L,2709,2710,1,JustWingIt,Favonius,Occa,BigBand,Skiren,Wick,Ciel,Rico,Volkev,EyitSurboy,HairyGuys,Swiftt,Hollywood,2,1,,Check,Defend,Check,Lucio,,,1,Dive Comp with Widow,Meh,,,,,,,,,,,
,,,2646,2617,-29,-2,L,2676,2706,30,JustWingIt,Favonius,Lazarus,Mitsuj4221,Occa,TheCoolMan,Lotu,Seacow,Silvoc,ChunkMon97,Rico,Volkev,Volskaya Industries,1,1,,0,Attack,8.5,Zen,,,1,91%,Tilted,,,,,,,,,,,
,,,,,,-2,L,2676,2706,30,JustWingIt,Favonius,Lazarus,Mitsuj4221,Occa,TheCoolMan,Lotu,Seacow,Silvoc,ChunkMon97,Rico,Volkev,Volskaya Industries,2,2,,2:40,Defend,5.5,Mercy,Lucio,,0,Steamrolled.,Tilted,,,,,,,,,,,
,,,2617,2642,25,1,W,2671,2698,27,JustWingIt,Favonius,Gnosis,Ericx,Faith,JoshJoestar,MMk,MintMango,Phoenix,WanderLust,Capitthunder,MoneyMaster,Ilios,4,3-1,lwww,,CP,19,Ana,,,2,Pass into the ass. heh,Good,24,15,2:42,6334,8872,13,48,,,19,56
,,,2642,2620,-22,-1,L,2682,2659,-23,JustWingIt,Favonius,Konyuna,Desaicrator,Captthunder,MoneyMaster,Laura,Yjh,Bachota,Mikesitox,BluePheonix,Nate12,Route 66,1,1,84.81,0,Attack,8,Mercy,,,1,Bluephoenix was a good sniper,Bah,,,,,,,,,,,
,,,,,,-1,L,2682,2659,-23,JustWingIt,Favonius,Konyuna,Desaicrator,Captthunder,MoneyMaster,Laura,Yjh,Bachota,Mikesitox,BluePheonix,Nate12,Route 66,2,2,84.82,0,Defend,8.5,Mercy,Lucio,,1,,Meh,,,,,,,,,,,
5/8/2017,19:30,,2620,2648,28,1,W,2733,2740,7,JustWingIt,HBhack,Bubbs,Viriath,DrealCane,Impulsedrumm,Apolethil,Skozo,SirPineapple,Isaac,Dicktionary,Marsbar,Eichenwalde,1,1,103.95,,Defend,6,Torbjorn,,,1,,Meh,,,,,,,,,,,
,,,,,,1,W,2733,2740,7,JustWingIt,HBhack,Bubbs,Viriath,DrealCane,Impulsedrumm,Apolethil,Skozo,SirPineapple,Isaac,Dicktionary,Marsbar,Eichenwalde,2,2,103.96,4:03,Attack,2,Torbjorn,Mercy,,1,,Good,,,,,,,,,,,
,,,2648,2624,-24,-1,L,2754,2779,25,JustWingIt,HBhack,Irie,Alex3D,SwiiBiiBler,Termie,Asea,Squawks,Andrew,Archangel,Kalbas,Shiloh,King's Row,1,3,70.22,3:31,Defend,,Torbjorn,,,1,"Torb was the issue, I shoudl have switched",Meh,,,,,,,,,,,
,,,,,,-1,L,2754,2779,25,JustWingIt,HBhack,Irie,Alex3D,SwiiBiiBler,Termie,Asea,Squawks,Andrew,Archangel,Kalbas,Shiloh,King's Row,2,,,,Attack,,Lucio,,,1,Team couldnt' coordinate,Bah,,,,,,,,,,,
,,,2624,2596,-28,-2,L,2811,2798,-13,Justwingit,HBHack,Looty,Minervo,Kon,Warden2503,The33Vikings,Lutrinae,Punisher,Chickens,Imajine,NotAndrew,Nepal,5,3-2,wwlll,,CP,21,Lucio,,,2,,Meh,22,6,1:59,6729,10239,22,27,3,1,11,
,,,2596,2622,26,1,W,2755,2762,7,Justwingit,HBHack,Looty,Princeps,MrMeow,DsmiumShark,Bur001,DeadeyeBlitz,YangDoodle,Growler,HumblePie,TP4yne,Hanamura,1,1,,0,Attack,8.5,Zen,,,2,99.9% haha,Meh,,,,,,,,,,,
,,,,,,1,W,2755,2762,7,Justwingit,HBHack,Looty,Princeps,MrMeow,DsmiumShark,Bur001,DeadeyeBlitz,YangDoodle,Growler,HumblePie,TP4yne,Hanamura,2,2,,0,Defend,8,Zen,,,2,"This junkrat was just not listening, Meow",Good,21,14,1:24,13973,7877,6,31,8,27,25,
,,,2622,2646,24,2,W,2763,2764,1,Justwingit,Poke,AvrageGaymer,Monterio,Talene309,Zaldrize,Dukakis,Steepingtea,BeatDownBlvd,Ceurx,Laito,Okawari,Volskaya Industries,1,2,,4:01,Attack,4,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,2,W,2763,2764,1,Justwingit,Poke,AvrageGaymer,Monterio,Talene310,Zaldrize,Dukakis,Steepingtea,BeatDownBlvd,Ceurx,Laito,Okawari,Volskaya Industries,2,2,,0,Defend,8,Zen,,,2,,Good,19,10,0:51,7809,5627,8,24,5,27,19,
,,,2646,2628,-18,-1,L,2809,2824,15,Justwingit,Poke,TheCoward,Manta,IHatreid,Shabbaranks,NerfGenjis,OConnor,Snake,Fossa,Ian,SneakyGuy,ilios,4,3-1,wlll,,CP,15,Ana,Mercy,,1,3 support mains,Good,,,,,,,,,,,
,,,2628,2628,0,-,-,2644,2645,1,Justwingit,Camstrosity,Confide,SoletLuna,PurePimp,Smigdirty,SewageRanger,Solo,Deltoro,DemonJere,Jeremy,yyy29999,Numbani,-,-,-,-,Attack,-,-,-,,-,Coamstrosity Left,-,,,,,,,,,,,
,,,2628,2600,-28,-2,L,2644,2635,-9,Justwingit,Beareohem,SewwageRanger,Gui,AppleJoos,OmegaFrank,TooTsmvp,Doog,Shmoo,CatFish,Jeremy,yyy29999,Hollywood,1,1,,0,Attack,4,Zen,lucio,,0,Zero communication or grouping up,Bah,,,,,,,,,,,
,,,,,,-2,L,2644,2635,-9,Justwingit,Beareohem,SewwageRanger,Gui,AppleJoos,OmegaFrank,TooTsmvp,Doog,Shmoo,CatFish,Jeremy,yyy29999,Hollywood,2,2,,2:00,Defend,2,Mercy,,,0,We got off point...,Bah,,,,,,,,,,,
,,,2600,2627,27,1,W,2592,2592,0,Justwingit,Kelimbror,Arctickimchi,Michael,Pablieko,AeroDactyl,Rolandtm,Kwaharah,Dango,Underwatch,Voidious,Diamonds,Route 66,1,3,74.5,0:54,Attack,7,Mercy,,,1,Solo Healed,Not bad,,,,,,,,,,,
,,,,,,1,W,2592,2592,0,Justwingit,Kelimbror,Arctickimchi,Michael,Pablieko,AeroDactyl,Rolandtm,Kwaharah,Dango,Underwatch,Voidious,Diamonds,Route 66,2,2,67.27,0,Defend,8,Mercy,,,1,,Good,2,0,1:30,315,17849,6,,,10,24,
,,,2627,2649,22,2,W,2648,2631,-17,Justwingit,Derpadoo,Fractal,Fractyl,Instax,SpaceBeast,BoreDumb,FulTilt,Phalynxx,Camil01008,Boosted,Serenagmoesu,Oasis,5,3-2,wwllw,,CP,20,Lucio,Mercy,,2,"Good team, Fractyl nice guy",Good,17,15,3:21,7088,16147,14,,,3,,
5/10/2017,17:30,,2649,2621,-28,-1,L,2769,2780,11,Justwingit,HBHack,SickNasty123,BeefPatty,Josh,Robot,King,NieryOrha2b,Eric91,Bonzibuddy,Gindyce,Madaka,Lijang Tower,4,1-3,wlll,,CP,12,Lucio,,,0,Sicknasty threw game after complaining,Meh,,,,,,,,,,,
,,,2621,2651,30,1,W,2750,2756,6,Justwingit,HBHack,Looty,Greentee,Scita,Nujabesphan,QuietDoggoo,Trevortwo,Ginzoa,Abradolf,RoyMon99,Zethlord,Numbani,1,3,71.75,4:02,Attack,4,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,1,W,2750,2756,6,Justwingit,HBHack,Looty,Greentee,Scita,Nujabesphan,QuietDoggoo,Trevortwo,Ginzoa,Abradolf,RoyMon99,Zethlord,Numbani,2,0,,0,Defend,4,Mercy,,,2,,Good,,,,,,,,,,,
,,,2651,2678,27,2,W,2825,2843,18,Justwingit,HBHack,Looty,HisNadesty,Ana,Merkful,Nanta,Dupras,Shinkiro,BDasher2,DannyMahboi,Iceman,Gibraltar,1,2,55.38,0,Attack,8.5,Zen,Lucio,,1,Roadhog talked once to yell at us,Meh,,,,,,,,,,,
,,,,,,2,W,2825,2843,18,Justwingit,HBHack,Looty,HisNadesty,Ana,Merkful,Nanta,Dupras,Shinkiro,BDasher2,DannyMahboi,Iceman,Gibraltar,2,0,72.34,0,Defend,4,Ana,,,2,Bad nano by me,Good,,,,,,,,,,,
,,,2678,2704,26,3,W,2806,2800,-6,Justwingit,HBHack,Looty,Castastic,Daleop,Sauce,Cloow,Antgamer50,SlapyoDaddy,Allbrotraz,Horse,Walnut,Route 66,1,3,74.5,1:50,Attack,6.5,Zen,,,1,,Good,,,,,,,,,,,
,,,,,,3,W,2806,2800,-6,Justwingit,HBHack,Looty,Castastic,Daleop,Sauce,Cloow,Antgamer51,SlapyoDaddy,Allbrotraz,Horse,Walnut,Route 66,2,3,74.5,0:20,Defend,8,Mercy,Lucio,,1,"Long hold, eh not too long but still nice",Good,,,,,,,,,,,
,,,,,,3,W,2806,2800,-6,Justwingit,HBHack,Looty,Castastic,Daleop,Sauce,Cloow,Antgamer52,SlapyoDaddy,Allbrotraz,Horse,Walnut,Route 66,3,0,49.71,0,Defend,1.5,Mercy,,,1,,Good,,,,,,,,,,,
,,,,,,3,W,2806,2800,-6,Justwingit,HBHack,Looty,Castastic,Daleop,Sauce,Cloow,Antgamer53,SlapyoDaddy,Allbrotraz,Horse,Walnut,Route 66,4,1,49.72,1:36,Attack,1,Zen,,,1,,Good,,,,,,,,,,,
,18:45,,2704,2730,26,4,W,2716,2705,-11,Justwingit,Adamsandler,Poke,Rormac,Marlow,Brickchucker,Akari,MidnyTrain,KathyNova,MikeYp,TLR,Vath,Eichenwalde,1,1,72.44,,Attack,8,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,4,W,2716,2705,-11,Justwingit,Adamsandler,Poke,Rormac,Marlow,Brickchucker,Akari,MidnyTrain,KathyNova,MikeYp,TLR,Vath,Eichenwalde,2,0,,0,Defend,4.5,Mercy,,,2,,Good,,,,,,,,,,,
,,,2730,2730,0,-,-,2747,2766,19,Justwingit,Adamsandler,Poke,Asuna,MajorDuckfar,Ducklife,Bread,Duderino,Skippz,Kozak,Crewger,Static,Volskaya Industries,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
,,,2730,2709,-21,-1,L,2768,2776,8,Justwingit,Adamsandler,Poke,DadBod69,Jester,BlueKokiri,OrMaxus,Shadow,TheWidow27,Rev,RiotKing111,TheGuru,King's Row,1,0,,0,Attack,4,Zen,,,1,Widow didn't switch,Meh,,,,,,,,,,,
,,,,,,-1,L,2768,2776,8,Justwingit,Adamsandler,Poke,DadBod70,Jester,BlueKokiri,OrMaxus,Shadow,TheWidow28,Rev,RiotKing112,TheGuru,King's Row,2,1,,3:30,Defend,1.5,Mercy,,,1,,Bah,,,,,,,,,,,
,,,2709,2687,-22,-2,L,2773,2777,4,Justwingit,Poke,MrMonou,SaltyPlayer,Marquis,Nuc1earBacon,Dust,Braego,Megamoosecx,Retsnom,Bobalon,Dutchboy,Volskaya Industries,1,2,,0:29,Attack,7.5,Zen,,,1,,Tilted,,,,,,,,,,,
,,,,,,-2,L,2773,2777,4,Justwingit,Poke,MrMonou,SaltyPlayer,Marquis,Nuc1earBacon,Dust,Braego,Megamoosecx,Retsnom,Bobalon,Dutchboy,Volskaya Industries,2,2,,4:22,Defend,4,Mercy,,,1,,Tilted,,,,,,,,,,,
,,,,,,-2,L,2773,2777,4,Justwingit,Poke,MrMonou,SaltyPlayer,Marquis,Nuc1earBacon,Dust,Braego,Megamoosecx,Retsnom,Bobalon,Dutchboy,Volskaya Industries,3,0,,0,Attack,1,Lucio,,,1,,Tilted,,,,,,,,,,,
,,,,,,-2,L,2773,2777,4,Justwingit,Poke,MrMonou,SaltyPlayer,Marquis,Nuc1earBacon,Dust,Braego,Megamoosecx,Retsnom,Bobalon,Dutchboy,Volskaya Industries,4,1,,2:00,Defend,2,Mercy,,,1,,Tilted,,,,,,,,,,,
,,,2687,2662,-25,-3,L,2834,2805,-29,Justwingit,Celeryman,Poke,Shmoo,Rmstophat,Cusineart,Kulganox,Zero,Jaycat,Abnersquared,CyborgMonkey,TheTitand20,Hollywood,1,0,,0,Attack,4,Mercy,,,1,,Tilted,,,,,,,,,,,
,,,2662,2685,23,1,W,2805,2812,7,Justwingit,Celeryman,Poke,Phydeaux,Umbraignis,Kaine,Senseicy,Duderino,Goztra,Butts,TityBoi,Uness,Temple of Anubis,1,0,,0,Defend,4,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,1,W,2805,2812,7,Justwingit,Celeryman,Poke,Phydeaux,Umbraignis,Kaine,Senseicy,Duderino,Goztra,Butts,TityBoi,Uness,Temple of Anubis,2,1,,0:14,Attack,4,Zen,Lucio,,2,,Good,,,,,,,,,,,
,,,2685,2661,-24,-1,L,2830,2798,-32,Justwingit,Celeryman,Poke,Dankmeme,Binomis,Psycro,Revolve,BootyGoddess,BootyStorm,Bambi,Deejaylee,FatPinhead,ilios,5,3-2,wllwl,,CP,25,Lucio,,,2,Intense game,Good,,,,,,,,,,,
,,,2661,2637,-24,-2,L,2798,2815,17,Justwingit,Celeryman,Vispa,Probliss,MrNobdy,Revolve,Wes3449,Gadowscar,Chchchia,Neeganate,Evarx,Rikkit,Nepal,3,0-3,lll,,CP,10.5,Lucio,Ana,,2,,Good,,,,,,,,,,,
,,,2637,2663,26,1,W,2758,2751,-7,Justwingit,Celeryman,MrNobdy,Slimjim,Sandman,Shux,Anees,BigGenz,Jmac,Zainagen,Miko,(Chinese characters),Eichenwalde,1,0,,0,Defend,4,Mercy,,,2,,Good,,,,,,,,,,,
,,,,,,1,W,2758,2751,-7,Justwingit,Celeryman,MrNobdy,Slimjim,Sandman,Shux,Anees,BigGenz,Jmac,Zainagen,Miko,(Chinese characters),Eichenwalde,2,1,,Check,Attack,Check,Mercy,,,2,,Good,,,,,,,,,,,
,,,2663,2635,-28,-1,L,2824,2821,-3,Justwingit,Celeryman,Celadoncity,Mike,Justathena,Tabbed,Shmoo,Jynthea,Vee,Elbandito,MrGoodMornin,SourcedDecay,Lijang Tower,3,0-3,lll,,CP,11,Lucio,Zen,,0,Oh god this time :( ,Tilted,,,,,,,,,,,
,0:30,,2635,2659,24,1,W,2646,2645,-1,Justwingit,Devalys,BlitzDiv,Asianadonis,Pooperouno,Shadow,Rayhaan,Reverseflash,vantage9,CyberMynx,Freeman,Kanashigd,Oasis,3,3-0,www,,CP,15,Lucio,,,2,,Good,,,,,,,,,,,
5/14/2017,20:30,,2659,2691,32,2,W,2842,2821,-21,Justwingit,Poke,TommyGun,GreatBeard,ShoadwFax,ViolentFox,Alkenry,IamKittyKat,Jet,Aslfur,Abom,Silver,Route 66,1,3,74.56,8,Attack,8,Mercy,,,1,,Good,,,,,,,,,,,
,,,,,,2,W,2842,2821,-21,Justwingit,Poke,TommyGun,GreatBeard,ShoadwFax,ViolentFox,Alkenry,IamKittyKat,Jet,Aslfur,Abom,Silver,Route 66,2,,,,Defend,9.5,Ana,,,1,Nice mei  ult at end,Good,,,,,,,,,,,
,,,2691,2718,27,3,W,2853,2831,-22,Justwingit,Poke,Reinhard,Flaco,Infernoist,Graveon,Ramzey,Rice,Jliv08,Jliv45,Daman,Lateraloak,Temple of Anubis,1,2,,1:05,Defend,7,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,3,W,2853,2831,-22,Justwingit,Poke,Reinhard,Flaco,Infernoist,Graveon,Ramzey,Rice,Jliv09,Jliv46,Daman,Lateraloak,Temple of Anubis,2,2,,5:11,Attack,3,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,3,W,2853,2831,-22,Justwingit,Poke,Reinhard,Flaco,Infernoist,Graveon,Ramzey,Rice,Jliv10,Jliv47,Daman,Lateraloak,Temple of Anubis,3,1,,0,Defend,2,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,3,W,2853,2831,-22,Justwingit,Poke,Reinhard,Flaco,Infernoist,Graveon,Ramzey,Rice,Jliv11,Jliv48,Daman,Lateraloak,Temple of Anubis,4,1,,3:07,Attack,3,Zen,,,2,,Good,,,,,,,,,,,
,,,2718,2698,-20,-1,L,2892,2814,-78,Justwingit,Poke,DragonBladex,DrHydro,Lux,Njekt,BigManatee,Mercury,HotDogMan,YerfDog11,K1lla,Natenasty,Eichenwalde,1,0,,0,Attack,4,Zen,,,2,Gold elims at 4,Meh,,,,,,,,,,,
,,,,,,-1,L,2892,2814,-78,Justwingit,Poke,DragonBladex,DrHydro,Lux,Njekt,BigManatee,Mercury,HotDogMan,YerfDog11,K1lla,Natenasty,Eichenwalde,2,1,,3,Defend,1,Zen,,,2,Dive comp just killed us,Meh,,,,,,,,,,,
,,,2698,2676,-22,-2,L,2838,2851,13,Justwingit,Poke,Elitress,DukeofDankn,NoMayoPlz,SrgtMarines,Belleverge,Luxius,Divinity,Esopic,Sharky,Swiz,Nepal,3,0-3,lll,,CP,13.5,Ana,Mercy,,1,Elit was just a bit annoying,Meh,,,,,,,,,,,
,,,2676,2647,-29,-3,L,2813,2829,16,Justwingit,Poke,StarvedCat,Crowbro,Freshsozy,Parapapanda,FlippyFloppy,CrimsonFukkr,Feblaze,MarioPoke,TheComrade,Tweedls,Hanamura,1,0,,0,Attack,Check,,,,,,Meh,,,,,,,,,,,
,,,,,,-3,L,2813,2829,16,Justwingit,Poke,StarvedCat,Crowbro,Freshsozy,Parapapanda,FlippyFloppy,CrimsonFukkr,Feblaze,MarioPoke,TheComrade,Tweedls,Hanamura,2,1,,2:37,Defend,Check,,,,,,Meh,,,,,,,,,,,
5/15/2017,23:00,,2647,2622,-25,-4,L,2825,2832,7,JustWingit,CeleryMan,OWOWhatsTHis,Kingtruffle,MajorJiggly,Tydring,Oding,Viggoe,GamesDean,ButterBlader,MuffinBoy,SebbyPlays,Temple of Anubis,1,0,,0,Attack,4,Zen,,,0,,Meh,,,,,,,,,,,
,,,,,,-4,L,2825,2832,7,JustWingit,CeleryMan,OWOWhatsTHis,Kingtruffle,MajorJiggly,Tydring,Oding,Viggoe,GamesDean,ButterBlader,MuffinBoy,SebbyPlays,Temple of Anubis,2,1,,2:59,Defend,1,Mercy,,,0,,Meh,,,,,,,,,,,
,,,2622,2595,-27,-5,L,-,-,-,JustWingit,CeleryMan,Darkot,OWOWhatsTHis,McSnarkson,Deathcuck,Incognito,Sparks,Atamillia,Honour,KnowinQuasar,Rylth,Volskaya Industries,1,0,,0,Attack,4,Ana,,,0,,Meh,,,,,,,,,,,
,,,,,,-5,L,-,-,-,JustWingit,CeleryMan,Darkot,OWOWhatsTHis,McSnarkson,Deathcuck,Incognito,Sparks,Atamillia,Honour,KnowinQuasar,Rylth,Volskaya Industries,2,1,,1:39,Defend,2.5,Mercy,,,0,,Meh,,,,,,,,,,,
,,,2595,2616,21,1,W,-,-,-,JustWingit,CeleryMan,Darkot,OWOWhatsTHis,Hagwey,1,Fitnero,ZeroTragedy,Arcturian,MrBiscuit,MsEveryShot,RoastyToasty,ilios,4,3-1,wlww,,CP,13.5,Lucio,Mercy,,1,Darkot's talking,Good,9,3,0:57,2348,12942,9,,,8,16,
,,,2616,2602,-14,-1,L,-,-,-,JustWingit,BoisdontCry,Darkot,OWOWhatsTHis,Jnsu,Mayhem,Gutirriez,Malzz,Cereal,Honour,Knoinquasar,Rylth,Route 66,1,3,74.5,0:16,Attack,8,Mercy,,,2,,Meh,,,,,,,,,,,
,,,,,,-1,L,-,-,-,JustWingit,BoisdontCry,Darkot,OWOWhatsTHis,Jnsu,Mayhem,Gutirriez,Malzz,Cereal,Honour,Knoinquasar,Rylth,Route 66,2,3,74.5,1:23,Defend,7,Mercy,,,,,Meh,,,,,,,,,,,
,,,,,,-1,L,-,-,-,JustWingit,BoisdontCry,Darkot,OWOWhatsTHis,Jnsu,Mayhem,Gutirriez,Malzz,Cereal,Honour,Knoinquasar,Rylth,Route 66,3,0,Check,0,Attack,Check,,,,,,Okay,,,,,,,,,,,
,,,,,,-1,L,-,-,-,JustWingit,BoisdontCry,Darkot,OWOWhatsTHis,Jnsu,Mayhem,Gutirriez,Malzz,Cereal,Honour,Knoinquasar,Rylth,Route 66,4,1,Check,0,Defend,Check,,,,,,Bah,,,,,,,,,,,
,,,2602,2575,-27,-2,L,-,2853,-,JustWingit,Darkot,Ancillas,Crimsonsiren,DragoZon,Oscaramp,Planet9,Xliger,Blaze,Claptrash,TheRedBull,WasteDoctor,Nepal,3,0-3,lll,,CP,15,Mercy,Zen,,1,,Tilted,,,,,,,,,,,
,,,2575,2595,20,1,W,-,-,-,JustWingit,Darkot,Night,Archapelego,Domination24,Ravexburn,Achren,Hapeholidayz,ThePeiglord,BBWFinesser,GaySnorlax,SiegeKiller,Lijang Tower,3,3-0,www,,CP,11,Lucio,,,1,,Good,,,,,,,,,,,
5/16/2017,18:30,,2595,2619,24,2,W,2583,2578,-5,JustWingit,ErectBurrito,TheSpazGuy,Bumpyy,ProZexal,TSleepy,SStart,Topo,Pwn5tar,GiriiD,Potato,BaboonSign,ilios,5,3-2,wlwl,,CP,17,Lucio,Zen,Mercy,2,Nice team,Good,,,,,,,,,,,
,,,2619,2643,24,3,W,2603,2585,-18,JustWingit,Potato,CantplayDPS,Plantology,Finishmeoff,XstyleZ,Perfect,Author,SnazzyWalrus,Goldennipple,Chad,Synthetic,Lijang Tower,3,3-0,www,,CP,11,Lucio,,,2,Nice call outs,Good,,,,,,,,,,,
,,,2643,2619,-24,-1,L,2636,2643,7,JustWingit,XstyleZ,FinishmeOff,Chase,SkitterPant,Tangerine,ImAlumberJak,FusionFizzy,PlarpyJoe,UndeadBlazer,FakeBobSaget,Repowdering,Oasis,3,0-3,lll,,CP,11,Lucio,Ana,Zen,2,Eh couldnt' deal with pharah,Meh,,,,,,,,,,,
