Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped
,,,,,,2,W,2756,2709,-47,JustWingIt,ChemistrySet,KnightSteel,Poke,Rhythmrain,KilerCatFish,Duffman,Blake,Dogguy,Lazarus ,Nster101,Shadow,Eichenwalde,2,3,51.37,0:56,Attack,7.5,Ana,,,3,,Good,16,9,1:59,3890,14082,10,59,,,21,43
,,,2593,2620,27,3,W,2772,2774,2,JustWingIt,ChemistrySet,KnightSteel,Poke,GBlast,Zikerepeller,Didler,JDog,WazyTrain88,Adakai,Cantim,Songinator,Route 66,1,3,74.5,0:59,Defend,7,Ana,,,2,,Good,,,,,,,,,,,
,,,,,,3,W,2772,2774,2,JustWingIt,ChemistrySet,KnightSteel,Poke,GBlast,Zikerepeller,Didler,JDog,WazyTrain89,Adakai,Cantim,Songinator,Route 66,2,3,74.5,1:02,Attack,7,Lucio,,,3,,Good,,,,,,,,,,,
,,,,,,3,W,2772,2774,2,JustWingIt,ChemistrySet,KnightSteel,Poke,GBlast,Zikerepeller,Didler,JDog,WazyTrain90,Adakai,Cantim,Songinator,Route 66,3,0,38.13,0,Defend,Checks,Ana,,,3,,Good,,,,,,,,,,,
,,,,,,3,W,2772,2774,2,JustWingIt,ChemistrySet,KnightSteel,Poke,GBlast,Zikerepeller,Didler,JDog,WazyTrain91,Adakai,Cantim,Songinator,Route 66,4,1,38.14,0,Attack,1,Ana,,,3,,Good,29,20,5:03,8205,14912,9,53,,,6,33
,,,2620,2595,-25,-1,L,2810,2786,-24,JustWingIt,ChemistrySet,KnightSteel,Poke,DaPriest,KittyMilk,StonePeters,Tom,LinkOnlogs,Munchlaxx,Spoonman,Veksarian,Gibraltar,1,3,88.63,0,Defend,10,Ana,,,2,,,,,,,,,,,,,
,,,,,,-1,L,2810,2786,-24,JustWingIt,ChemistrySet,KnightSteel,Poke,DaPriest,KittyMilk,StonePeters,Tom,LinkOnlogs,Munchlaxx,Spoonman,Veksarian,Gibraltar,2,2,46.1,0,Attack,8,Ana,,,2,"My Sound went haywire big time, missed a few engagements because of that",Meh,,,,,,,,,,,
,,,2595,2617,22,1,W,2779,2768,-11,JustWingIt,ChemistrySet,KnightSteel,Poke,Cubed,Frostie,Akira,ShinyPants,Kaz,Pikachuqueen,WBwiz,KaliaFornia,Eichenwalde,1,2,115,0,Attack,8,Ana,,,2,Dapriest was being not cooperative,Meh,12,6,2:21,4832,10715,22,53,,,7,33
,,,,,,1,W,2779,2768,-11,JustWingIt,ChemistrySet,KnightSteel,Poke,Cubed,Frostie,Akira,ShinyPants,Kaz,Pikachuqueen,WBwiz,KaliaFornia,Eichenwalde,2,3,115.01,Check,Defend,Check,Ana,,,2,,Good,,,,,,,,,,,
,,,2617,2593,-24,-1,L,2783,2796,13,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Mickloe,PenalTimate,Caveman,Zeek,Awmyers69,CrimeDog,WoahHeyGuys,Temple of Anubis,1,2,,4:05,Defend,4,Zen,Lucio,,2,,Good,,,,,,,,,,,
,,,,,,-1,L,2783,2796,13,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Mickloe,PenalTimate,Caveman,Zeek,Awmyers69,CrimeDog,WoahHeyGuys,Temple of Anubis,2,2,,0,Attack,8,Ana,,,2,,Sad,,,,,,,,,,,
,,,,,,-1,L,2783,2796,13,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Mickloe,PenalTimate,Caveman,Zeek,Awmyers70,CrimeDog,WoahHeyGuys,Temple of Anubis,3,1,,2:52,Defend,1,Ana,,,2,,Bummed,,,,,,,,,,,
,,,2593,2616,23,1,W,2791,2696,-95,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Wiruz24,Paleonx,Awmyers69,CrimeDog,EddieChip,JSBB,WoahHeyGuys,Lijang Tower,3,3-0,www,,CP,14.5,Lucio,,,2,,Good,26,17,2:19,4997,12113,6,22,6,9,26,
,,,2616,2640,24,2,W,2813,2801,-12,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,RussianNinja,Cogking,CrimeFox,MonoKuma,HoneyAntoast,jayBaby,Kayseven,Gibraltar,1,3,88.63,3:49,Attack,4.5,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,2,W,2813,2801,-12,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,RussianNinja,Cogking,CrimeFox,MonoKuma,HoneyAntoast,jayBaby,Kayseven,Gibraltar,2,1,69.28,0,Defend,8,Zen,,,2,,Good,22,7,0:55,7334,6485,3,20,9,25,26,
,,,2640,2669,29,3,W,2836,2836,0,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Blondre3000,Zooloff,LittleGreen,DontTricklei,Dreggplant,Kwest,Larbear,Volskaya Industries,1,1,,0,Defend,9,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,3,W,2836,2836,0,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Blondre3000,Zooloff,LittleGreen,DontTricklei,Dreggplant,Kwest,Larbear,Volskaya Industries,2,0,,0,Attack,4.5,Symmetra,,,2,,Good,26,10,0:49,11625,5024,5,,11,,,
,,,2669,2695,26,4,W,2866,2752,-114,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Tamelina,Miracle,Crylix,Dango,JohheeHawSay,TheBaole,Viral,Route 66,1,3,74.5,1:11,Attack,6,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,4,W,2866,2752,-114,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Tamelina,Miracle,Crylix,Dango,JohheeHawSay,TheBaole,Viral,Route 66,2,0,39.1,0,Defend,4,Zen,,,2,,Giggly,11,3,1:52,7234,8434,8,27,4,25,30,
,,,2695,2727,32,5,W,2895,2892,-3,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Soukli,Picoune,Blube,Colossus2028,Glubby,Kenny,ThaJabes,Dorado,1,0,59.47,0,Defend,5,Zen,,,2,,Happy,,,,,,,,,,,
,,,,,,5,W,2895,2892,-3,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Soukli,Picoune,Blube,Colossus2028,Glubby,Kenny,ThaJabes,Dorado,2,0,59.48,2:14,Attack,2,Zen,,,2,,Happy,,,,,,,,,,,
,,,2727,2705,-22,-1,L,2928,2986,58,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Soukli,AuraDisco,Arikor,AyyLamao,MrPnutButter,Shoe,Stevk44,Numbani,1,3,71.75,2:22,Defend,8,Zen,,,2,"Caught bysurprised on first point, snowballed from there",Meh,,,,,,,,,,,
,,,,,,-1,L,2928,2986,58,JustWingIt,ChemistrySet,KnightSteel,Poke,Puppet,Soukli,AuraDisco,Arikor,AyyLamao,MrPnutButter,Shoe,Stevk45,Numbani,2,0,,0,Attack,4.5,Lucio,,,2,Just couldn't break point,Meh,,,,,,,,,,,
,16:21,,2705,2681,-24,-2,L,2819,2833,14,JustWingIt,ChemistrySet,Poke,Puppet,Soukli,Spartacussot,Dazanden,Michinaii,BnetPlayer,IlikeTurtles,Spawn,SWT,Oasis,5,2-3,wllwl,,CP,22,Lucio,Zen,,2,"Genji was a problem, probably should have stayed lucio. ",Sad,25,14,4,10344,19030,20,26,4,4,15,
,2030,,2681,2697,16,1,W,2433,2461,28,JustWingIt,Josh8Far,PickThenPush,Xhallant,Aria,TheMelody,Diesel,GeneParmesan,Forrestall,CaveManHaze,Cenaamil,Zoobe5,Nepal,3,3-0,www,,CP,15.5,Lucio,,,1,,Good,,,,,,,,,,,
,,,2697,2672,-25,-1,L,2531,2537,6,JustWingIt,Josh8Far,PickThenPush,Poke,FrigOffRick,Soulway,Hybrid,Bronx,Karma,Bigo,Mimo,MyQueen,Dorado,1,1,49.63,0,Attack,Check,Zen,,,1,,Meh,,,,,,,,,,,
,,,,,,-1,L,2531,2537,6,JustWingIt,Josh8Far,PickThenPush,Poke,FrigOffRick,Soulway,Hybrid,Bronx,Karma,Bigo,Mimo,MyQueen,Dorado,2,2,49.64,Check,Defend,Check,Mercy,,,1,,Tilted,,,,,,,,,,,
,,,2672,2672,0,0,Draw,2663,2664,1,JustWingIt,Poke,TheOldOwl,HareBear,mrTotario,undeadTaco,Marionette,Joann,TarotNathers,Miles,NazPlazz,Shin,King's Row,1,0,,0,Attack,4.5,Zen,Lucio,,1,,Tilted,,,,,,,,,,,
,,,,,,0,Draw,2663,2664,1,JustWingIt,Poke,TheOldOwl,HareBear,mrTotario,undeadTaco,Marionette,Joann,TarotNathers,Miles,NazPlazz,Shin,King's Row,2,0,,0,Defend,4.5,Mercy,,,1,,Tilted,,,,,,,,,,,
,,,2672,2648,-24,-1,L,2698,2697,-1,JustWingIt,Poke,PetstheBunny,Garnascus,Byrnzy,FoxyGrandpa,GIR,BlowZmetrox,Meech,Taylorswift,ChidoriBlade,Derekrox,King's Row,1,3,70.19,0:53,Attack,7,Zen,,,,,,,,,,,,,,,,
,,,,,,-1,L,2698,2697,-1,JustWingIt,Poke,PetstheBunny,Garnascus,Byrnzy,FoxyGrandpa,GIR,BlowZmetrox,Meech,Taylorswift,ChidoriBlade,Derekrox,King's Row,2,3,70.19,0,Defend,9,Ana,,,,,,,,,,,,,,,,
,,,,,,-1,L,2698,2697,-1,JustWingIt,Poke,PetstheBunny,Garnascus,Byrnzy,FoxyGrandpa,GIR,BlowZmetrox,Meech,Taylorswift,ChidoriBlade,Derekrox,King's Row,3,3,70.19,0,Defend,Check,Zen,,,,,,,,,,,,,,,,
,,,,,,-1,L,2698,2697,-1,JustWingIt,Poke,PetstheBunny,Garnascus,Byrnzy,FoxyGrandpa,GIR,BlowZmetrox,Meech,Taylorswift,ChidoriBlade,Derekrox,King's Row,4,1,90.14,0,Attack,2.5,Lucio,,,,,,,,,,,,,,,,
,,,,,,-2,L,2739,2732,-7,JustWingIt,Berezaa,OWOWhatsThis,Poke,Heroes,CrunchyPoop,DeathFox,Gamerknoob,Potlerman,Randramar,Krondor,IkeaRumba,Volskaya Industries,1,2,,3:17,Defend,4,Ana,,,,,,,,,,,,,,,,
,,,,,,-2,L,,,,,,,,,,,,,,,,Volskaya Industries,2,1,,0,Attack,8,Ana,,,,,,,,,,,,,,,,
,,,2648,2599,-49,-3,L,,,,,,,,,,,,,,,,Oasis,,,wllw,,CP,,,,,,,,,,,,,,,,,,
3/15/2017,2130,,2599,2621,22,1,W,2585,2584,-1,JustWingIt,Poke,Zlide,Boop,TheBeeMovie,Yecho,DaiceBomb,Row,Eros,Dlckharambe,MadMatt,WaffDawg,Temple of Anubis,1,2,,4:46,Attack,3,Mercy,,,,,Good,,,,,,,,,,,
,,,,,,1,W,2585,2584,-1,JustWingIt,Poke,Zlide,Boop,TheBeeMovie,Yecho,DaiceBomb,Row,Eros,Dlckharambe,MadMatt,WaffDawg,Temple of Anubis,2,0,,0,Defend,4.5,Mercy,,,,,Good,,,,,,,,,,,
,,,2621,2638,17,2,W,2594,2568,-26,JustWingIt,Poke,ZxChristian,NoCry,Juan,Narahal,Blaster267,JustGemz,TonkatSudono,Sugaree,Conkytpb,Conman,Lijang Tower,3-2,lwlww,,,CP,25,Lucio,,,2,,Good,,,,,,,,,,,
,,,2638,2638,0,-,-,2741,2773,32,JustWingIt,CeleryMan,Poke,ButWhyper,Hitterkon,RobStelli,Reiper,Spinkster,Friendship,Junkstar,Soldier,Xaqck,Numbani,-,-,-,-,-,-,-,-,-,-,CeleryMan left the game! :(,Confused,,,,,,,,,,,
,,,2638,2661,23,3,W,2579,2544,-35,JustWingIt,Poke,Vogyn,Caffine,Fegelein,Durbinator,SplurgyMergy,Keiran,kickByKick,Zkek,UltraHawgjr,WhatsDoge,Gibraltar,1,0,Check,0,Defend,4,Mercy,,,,,Good,,,,,,,,,,,
,,,,,,3,W,2579,2544,-35,JustWingIt,Poke,Vogyn,Caffine,Fegelein,Durbinator,SplurgyMergy,Keiran,kickByKick,Zkek,UltraHawgjr,WhatsDoge,Gibraltar,2,1,Checkl,2:08,Attack,2,Zen,,,,,Good,,,,,,,,,,,
,,,2661,2635,-26,-1,L,2598,2612,14,JustWingIt,Poke,Lukulele,Chalio,Rangshada,Wish,PhishFace,Ecyecyecyecy,ChrisyChris,Qikrha,DeltaRozevr,Morlor,Ilios,4,1-3,lwll,,CP,17,Lucio,,,,,Sad,,,,,,,,,,,
,,,2635,2616,-19,-2,L,2568,2555,-13,JustWingIt,Poke,Dog,Trigger9008,GoffyDude,MrJewJosh,MQJ42,Grizzwald32,Kenshinz,RangShada,EpiKnight,TimetoSplit,Oasis,3,0-3,lll,,CP,13.5,Zen,Lucio,Ana,,"Couldn't deal with Tracer, Everyone kept switching",Sad,,,,,,,,,,,
,,,2616,2590,-26,-3,L,2711,2777,66,JustWingIt,CeleryMan,Poke,Valseer,Jontc,Otny1,Warmonger,Ginthas,MasterNecros,PodxWaterOwn,Pooky,Turkey3600,Route 66,1,3,,2:23,Defend,4,Mercy,,,,,Tilted,,,,,,,,,,,
,,,,,,-3,L,2711,2777,66,JustWingIt,CeleryMan,Poke,Valseer,Jontc,Otny1,Warmonger,Ginthas,MasterNecros,PodxWaterOwn,Pooky,Turkey3600,Route 66,2,0,77.04,0,Attack,4,Ana,,,,,Tilted,,,,,,,,,,,
,,,2590,2619,29,1,W,2655,2714,59,JustWingIt,CeleryMan,PickthePush,Yes,BobUs24,SKROGS,Senorstanky,MothaFuq,WarmMan,KaplanJeff,BashyPoo,Zakketus,Temple of Anubis,1,2,,2:17,Defend,6.5,Mercy,,,,,Whoa,,,,,,,,,,,
,,,,,,1,W,2655,2714,59,JustWingIt,CeleryMan,PickthePush,Yes,BobUs25,SKROGS,Senorstanky,MothaFuq,WarmMan,KaplanJeff,BashyPoo,Zakketus,Temple of Anubis,2,2,,4:55,Attack,2,Mercy,,,,,Woohoo,,,,,,,,,,,
,,,,,,1,W,2655,2714,59,JustWingIt,CeleryMan,PickthePush,Yes,BobUs26,SKROGS,Senorstanky,MothaFuq,WarmMan,KaplanJeff,BashyPoo,Zakketus,Temple of Anubis,3,1,,0,Defend,4:09,Mercy,,,,,What,,,,,,,,,,,
,,,,,,1,W,2655,2714,59,JustWingIt,CeleryMan,PickthePush,Yes,BobUs27,SKROGS,Senorstanky,MothaFuq,WarmMan,KaplanJeff,BashyPoo,Zakketus,Temple of Anubis,4,2,,0:17,Attack,4.5,Lucio,Ana,,,,Whew,,,,,,,,,,,
,,,2619,2645,26,2,W,2679,2701,22,JustWingIt,CeleryMan,PickthePush,Yes,TheLegend76,Toxic,GoX64,Lieren,Paladin,Saxor,Wheeler,Zdoodle,Hanamura,1,0,,0,Defend,4,Zen,,,,,Good,,,,,,,,,,,
,,,,,,2,W,2679,2701,22,JustWingIt,CeleryMan,PickthePush,Yes,TheLegend77,Toxic,GoX65,Lieren,Paladin,Saxor,Wheeler,Zdoodle,Hanamura,2,1,,2:51,Attack,1,Zen,,,,,Good,,,,,,,,,,,
,,,2645,2622,-23,-1,L,2711,2743,32,JustWingIt,CeleryMan,PickthePush,SnowzPhoenix,MrAmbiguous,Kydbmyebb,Apaulo,Evil,MrKrabs,Ubunttu,ChowSkii,Melod,Eichenwalde,1,3,67.69,1:18,Defend,6.5,Zen,,,,,Meh,,,,,,,,,,,
,,,,,,-1,L,2711,2743,32,JustWingIt,CeleryMan,PickthePush,SnowzPhoenix,MrAmbiguous,Kydbmyebb,Apaulo,Evil,MrKrabs,Ubunttu,ChowSkii,Melod,Eichenwalde,2,0,,0,Attack,4,Ana,,,,,Sad,,,,,,,,,,,
,,,2622,2622,0,0,Draw,2691,2681,-10,JustWingIt,CeleryMan,PickthePush,Echtastic,Atriastic,Koromo,Irrenillegas,Lovess,WidowMemer,Poroamne,RainVom,Reaper,King's Row,1,,,,Defend,4,Zen,,,,"WidowMemer Throwing, we drawed",Meh,,,,,,,,,,,
,,,,,,0,Draw,2691,2681,-10,JustWingIt,CeleryMan,PickthePush,Echtastic,Atriastic,Koromo,Irrenillegas,Lovess,WidowMemer,Poroamne,RainVom,Reaper,King's Row,2,,,,Attack,4,Lucio,,,,"WidowMemer Throwing, we drawed",Meh,4,0,0:39,2,,,,,,,
,,,2622,2648,26,1,W,Check,Check,,JustWingIt,CeleryMan,PickthePush,Saver,GuessWho,Haps,Dapprpenguin,WidowMemer,Br3ck,Lemons,MattMisle,Oozie,Volskaya Industries,1,2,,2:11,Attack,6,Ana,,,,"WidowMemer is back, we decided to just win",Debating,,,,,,,,,,,
,,,,,,1,W,Check,Check,,JustWingIt,CeleryMan,PickthePush,Saver,GuessWho,Haps,Dapprpenguin,WidowMemer,Br3ck,Lemons,MattMisle,Oozie,Volskaya Industries,2,2,,3:05,Defend,4,Ana,,,,"WidowMemer is back, we decided to just win",Debating,,,,,,,,,,,
,,,,,,1,W,Check,Check,,JustWingIt,CeleryMan,PickthePush,Saver,GuessWho,Haps,Dapprpenguin,WidowMemer,Br3ck,Lemons,MattMisle,Oozie,Volskaya Industries,3,1,,0,Attack,3,Ana,,,,"WidowMemer is back, we decided to just win",Fuckit,,,,,,,,,,,
,,,,,,1,W,Check,Check,,JustWingIt,CeleryMan,PickthePush,Saver,GuessWho,Haps,Dapprpenguin,WidowMemer,Br3ck,Lemons,MattMisle,Oozie,Volskaya Industries,4,0,,0,Defend,4,Ana,,,,"WidowMemer is back, we decided to just win",Fuckit,20,7,0:54,5641,8456,9,55,,,16,47
,,,2648,2648,0,0,Draw,2703,2739,36,JustWingIt,CeleryMan,PickthePush,Thrasher,Moisttracer,Ultimazing,Kaonikus,Madamira,WillSmith,SoniJa,Sterroids,Vaporwave,Temple of Anubis,1,1,,0,Attack,8,Ana,,,,,,,,,,,,,,,,
,,,,,,0,Draw,2703,2739,36,JustWingIt,CeleryMan,PickthePush,Thrasher,Moisttracer,Ultimazing,Kaonikus,Madamira,WillSmith,SoniJa,Sterroids,Vaporwave,Temple of Anubis,2,1,,0,Defend,8,Ana,,,,,,,,,,,,,,,,
3/20/2017,16:45,,2648,2672,24,2,W,2588,2600,12,JustWingIt,Fieldy,DargenDarg,MRC,Adrian,Prometheios,Bear,Jiggar,Stokastic,Archae,TheGoodWin,WhatsPoppin,King's Row,1,2,63.43,8,Defend,8,Zen,,,2,"MRC switched to rein to open up slot, that was nice, Someone wsa triggered about Junkrat but it worked out",Good,,,,,,,,,,,
,,,,,,2,W,2588,2600,12,JustWingIt,Fieldy,DargenDarg,MRC,Adrian,Prometheios,Bear,Jiggar,Stokastic,Archae,TheGoodWin,WhatsPoppin,King's Row,2,3,63.44,2:49,Attack,5.5,Zen,,,2,Good chating,Good,,,,,,,,,,,
,,,2672,2646,-26,-1,L,2658,2650,-8,JustWingIt,LuckyOwl,Rat,Hurricanne,Antioch,MGkBrownies,Lyxia,Wandaz,DemonZblood,DargenDarg,JakeyD17,SuperGiraffe,Gibraltar,1,0,78.59,4,Attack,4,Zen,,,2,"Hanzo got us good, tough push ",Meh,,,,,,,,,,,
,,,,,,-1,L,2658,2650,-8,JustWingIt,LuckyOwl,Rat,Hurricanne,Antioch,MGkBrownies,Lyxia,Wandaz,DemonZblood,DargenDarg,JakeyD18,SuperGiraffe,Gibraltar,2,1,78.6,2:13,Defend,2.5,Symmetra,,,2,"Couldn't hold, widow",Meh,4,1,0:32,3047,2520,7,,,,,
,,,2646,2619,-27,-2,L,2649,2624,-25,JustWingIt,KennyLoggins,Soraison,HappyFeet,BnetButter,Locarb,Cmesserian1,Lyixia,Ahti,Rage,Kingscrub,TronalDdrummp,Volskaya Industries,1,2,,0.8,Defend,8,Mercy,,,2,Lost it at the last moment and then pharah stopped us with an utli at hte door,Meh,,,,,,,,,,,
,,,,,,-2,L,2649,2624,-25,JustWingIt,KennyLoggins,Soraison,HappyFeet,BnetButter,Locarb,Cmesserian1,Lyixia,Ahti,Rage,Kingscrub,TronalDdrummp,Volskaya Industries,2,1,,0,Attack,8,Lucio,,,2,We didn't have hit scana nd stayed around for too long to do anything,Meh,9,7,0:41,2642,1174,10,23,3,0,1,
,,,2619,2592,-27,-3,L,2576,2546,-30,JustWingIt,Phatlion,Horus,SneakyTurtle,Raisin,Spooks,HanoDaman,MisterBlizzar,LucyFurr,BoolDuf,MadMike577,Stoverino,Dorado,1,1,95.7,0,Defend,7.5,Ana,,,1,,Tilted,,,,,,,,,,,
,18:20,,,,,-3,L,2576,2546,-30,JustWingIt,Phatlion,Horus,SneakyTurtle,Raisin,Spooks,HanoDaman,MisterBlizzar,LucyFurr,BoolDuf,MadMike578,Stoverino,Dorado,2,1,22.3,0,Attack,7.5,Ana,,,1,Coudln't dealw ith Soldier,Tilted,6,5,3:07,5526,7868,9,52,,,4,41
,,,2592,2571,-21,-4,L,2600,2605,5,JustWingIt,Poke,CallMeVence,BeSo2,KingMassimo,SlytnDencies,Ferraraz,MonMec,Discojesus,Mike,Winged,Xenasis,Eichenwalde,1,1,92.62,0,Defend,7,Mercy,,,2,,Bad,,,,,,,,,,,
,,,,,,-4,L,2600,2605,5,JustWingIt,Poke,CallMeVence,BeSo2,KingMassimo,SlytnDencies,Ferraraz,MonMec,Discojesus,Mike,Winged,Xenasis,Eichenwalde,2,0,,0,Attack,4,Ana,,,2,,Bad,,,,,,,,,,,
,,,2571,2571,0,0,Draw,2547,2540,-7,JustWingIt,Poke,TJkim,XobxLikeSME,Hawk,SpiffyRyan,LifeofPablo,CWarlord,Jason,JuneField,BanisherLord,Gensis,Temple of Anubis,1,0,,0,Attack,4.5,Zen,Lucio,,2,,Meh,,,,,,,,,,,
,,,,,,0,Draw,2547,2540,-7,JustWingIt,Poke,TJkim,XobxLikeSME,Hawk,SpiffyRyan,LifeofPablo,CWarlord,Jason,JuneField,BanisherLord,Gensis,Temple of Anubis,2,0,,0,Defend,4,Zen,,,2,,Meh,,,,,,,,,,,
,,,2571,2599,28,1,W,2510,2490,-20,JustWingIt,Poke,Beezhu,Jack,Hanta91,Vexiked,SurpriseBits,MassImpact,Ateyph,Statutory,BanisherLord,Genesis,Dorado,1,2,80.55,0,Attack,8,Ana,,,,,,,,,,,,,,,,
,,,,,,1,W,2510,2490,-20,JustWingIt,Poke,Beezhu,Jack,Hanta91,Vexiked,SurpriseBits,MassImpact,Ateyph,Statutory,BanisherLord,Genesis,Dorado,2,2,71.32,0,Defend,8,Mercy,,,,,,,,,,,,,,,,
,2000,,2599,2626,27,2,W,2575,2572,-3,JustWingIt,Poke,Sugaree,Jwest,Kenta,Kiho,Omni,JamesW,SoyBoy16,TheBlizzard,Alaphonse,TheNotFatGuy,Gibraltar,1,1,57.84,0,Attack,8,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,2,W,2575,2572,-3,JustWingIt,Poke,Sugaree,Jwest,Kenta,Kiho,Omni,JamesW,SoyBoy16,TheBlizzard,Alaphonse,TheNotFatGuy,Gibraltar,2,0,84,0,Defend,4,Zen,,,2,,Good,24,21,2:11,10230,7191,6,24,9,30,32,
,,,2626,2654,28,3,W,2584,2575,-9,JustWingIt,Poke,Pega,Doom,Kenta,Kiho,Sugaree,Silvoc,Bigblaze,ARachella,Skeeter70,Talon12100,Route 66,1,2,62.09,0,Attack,8,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,3,W,2584,2575,-9,JustWingIt,Poke,Pega,Doom,Kenta,Kiho,Sugaree,Silvoc,Bigblaze,ARachella,Skeeter71,Talon12101,Route 66,2,1,78.58,0,Defend,8,Zen,,,2,,Good,29,15,3:20,11444,12957,10,22,9,38,43,
,,,2654,2654,0,0,Draw,2588,2619,31,justWingIt,Doom,Kenta,Kiho,Poke,FuriousBj,Vzerou,Tiltmax,AaronCoolGuy,SoyBun,Strazza,Traw,Hollywood,1,3,79.06,0,Attack,10,Zen,,,3,,Good,,,,,,,,,,,
,,,,,,0,Draw,2588,2619,31,justWingIt,Doom,Kenta,Kiho,Poke,FuriousBj,Vzerou,Tiltmax,AaronCoolGuy,SoyBun,Strazza,Traw,Hollywood,2,3,79.06,1:22,Defend,7.5,Zen,,,3,,Bah,,,,,,,,,,,
,,,,,,0,Draw,2588,2619,31,justWingIt,Doom,Kenta,Kiho,Poke,FuriousBj,Vzerou,Tiltmax,AaronCoolGuy,SoyBun,Strazza,Traw,Hollywood,3,0,,0,Defend,1.5,Zen,,,3,,Meh,,,,,,,,,,,
,,,2654,2654,0,0,Draw,2645,2626,-19,JustWingIt,Poke,Ayu,Jhn,Ktb,MrCheezy,Gepple,MahonyBadger,PingPong1109,Scm,Touro,ValeFor,Eichenwalde,1,0,,0,Attack,4.5,Zen,Lucio,,1,,Bummed,,,,,,,,,,,
,,,,,,0,Draw,2645,2626,-19,JustWingIt,Poke,Ayu,Jhn,Ktb,MrCheezy,Gepple,MahonyBadger,PingPong1109,Scm,Touro,ValeFor,Eichenwalde,2,0,,0,Defend,4,Zen,,,1,,Meh,,,,,,,,,,,
,,,2654,2654,0,0,Draw,2621,2645,24,JustWingIt,Poke,Amelielacro,Joelteon,Nacht,YoloSwagBlzn,GimpTree,DerekRox,SeoSasi,BigPineApple,MchotMonkey,Sleepwalker,Hanamura,1,1,,0,Attack,8,Zen,Mercy,,0,,Bah,,,,,,,,,,,
,,,,,,0,Draw,2621,2645,24,JustWingIt,Poke,Amelielacro,Joelteon,Nacht,YoloSwagBlzn,GimpTree,DerekRox,SeoSasi,BigPineApple,MchotMonkey,Sleepwalker,Hanamura,2,1,,0,Defend,8,Mercy,,,0,,Bah,,,,,,,,,,,
,,,2654,2632,-22,-1,L,2642,2600,-42,JustWingIt,Poke,SeoSasi,LeoBlaze,BooShki,Rogue,Gimptree,Crooket,DerekRox,KingDeltron,Wombat,WombatS16,Ilios,3,0-3,lll,1,CP,16,Ana,,,1,,Bah,,,,,,,,,,,
,,,,,,1,W,2551,2590,39,JustWingIt,Poke,DashingBoot,Jamin,Fluffy,Slaya,Reaper,Kippie,Gackmasta,Obmaster217,Corbis,Ranai,Numbani,1,2,69.9,0,Defend,8,Ana,,,2,,Sad,,,,,,,,,,,
,,,2632,2660,28,1,W,2551,2590,39,JustWingIt,Poke,DashingBoot,Jamin,Fluffy,Slaya,Reaper,Kippie,Gackmasta,Obmaster218,Corbis,Ranai,Numbani,2,3,69.91,0,Attack,9,Ana,,,2,,Good,,,,,,,,,,,
,,,2660,2660,0,-,-,2639,2613,-26,JustWingIt,Poke,BigNastyCm,TunaMan,Brigid,YungDavis,DashingBoot,Bucket,Zillah,Jazzibel,Kniz77,Kookamachi,Numbani,-,-,-,-,-,-,-,,,-,,-,,,,,,,,,,,
,2300,,2660,2682,22,2,W,2640,2639,-1,JustWingIt,Poke,IronP,Byrnzy,Brigid,DablazingGod,Orangey,Deathroth,Ousernames,DancinBanana,Buzz,WestNoob,Dorado,1,3,85.75,0:39,Attack,7.5,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,2,W,2640,2639,-1,JustWingIt,Poke,IronP,Byrnzy,Brigid,DablazingGod,Orangey,Deathroth,Ousernames,DancinBanana,Buzz,WestNoob,Dorado,2,2,78.96,0,Defend,8,Zen,Ana,,2,,Good,,,,,,,,,,,
3/21/2017,2000,,2682,2710,28,3,W,2808,2843,35,JustWingIt,IFreeForAll,Xero,GoldenPants,CocoPenguin,Wreckington,Tropics,KevraSberto,Kirito,Misaka,Mo2art,Pigudan233,Volskaya Industries,1,2,,5:01,Attack,3,Zen,,,2,,Great,,,,,,,,,,,
